SBID,FIELD_NAME,BEAM,RA_HMS,DEC_DMS,DATEOBS,DATEEND,NINT,BMAJ,BMIN,BPA
11195,VAST_0241-06A,0,02:39:16.363,-05:46:28.13,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.503120,10.967391,-71.354328
11195,VAST_0241-06A,1,02:43:29.638,-05:46:28.13,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.307730,10.829096,-70.859602
11195,VAST_0241-06A,2,02:39:16.106,-06:49:27.95,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.351772,10.949145,-71.144747
11195,VAST_0241-06A,3,02:43:29.894,-06:49:27.95,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.348038,10.959920,-71.386116
11195,VAST_0241-06A,4,02:35:03.686,-04:43:20.03,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.740558,11.023643,-71.482021
11195,VAST_0241-06A,5,02:39:16.577,-04:43:27.66,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.690639,11.007494,-71.648686
11195,VAST_0241-06A,6,02:43:29.424,-04:43:27.66,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.687636,11.015776,-71.871855
11195,VAST_0241-06A,7,02:47:42.314,-04:43:20.03,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.670531,11.019954,-72.095797
11195,VAST_0241-06A,8,02:47:42.953,-05:46:20.5,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.498054,10.989702,-71.822453
11195,VAST_0241-06A,9,02:47:43.723,-06:49:20.32,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.341589,10.959588,-71.576405
11195,VAST_0241-06A,10,02:47:44.623,-07:52:20.75,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.202287,10.939990,-71.342014
11195,VAST_0241-06A,11,02:43:30.194,-07:52:28.45,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.202080,10.929993,-71.111280
11195,VAST_0241-06A,12,02:39:15.806,-07:52:28.45,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.203244,10.933413,-70.853400
11195,VAST_0241-06A,13,02:35:01.375,-07:52:20.75,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.050702,10.842893,-71.369097
11195,VAST_0241-06A,14,02:35:02.278,-06:49:20.32,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.373012,10.969443,-70.891819
11195,VAST_0241-06A,15,02:35:03.046,-05:46:20.5,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.531480,10.983206,-71.128426
11195,VAST_0241-06A,16,02:30:51.521,-03:40:02.39,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.961931,11.034525,-71.643654
11195,VAST_0241-06A,17,02:35:04.195,-03:40:17.65,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.947466,11.057984,-71.808969
11195,VAST_0241-06A,18,02:39:16.745,-03:40:25.28,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.904353,11.039302,-71.998953
11195,VAST_0241-06A,19,02:43:29.254,-03:40:25.28,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.884983,11.030881,-72.175077
11195,VAST_0241-06A,20,02:47:41.803,-03:40:17.65,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.879373,11.036629,-72.408943
11195,VAST_0241-06A,21,02:51:54.48,-03:40:02.39,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.870878,11.031422,-72.664402
11195,VAST_0241-06A,22,02:51:55.33,-04:43:04.76,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.227648,10.987807,-72.554070
11195,VAST_0241-06A,23,02:51:56.395,-05:46:05.2,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,18.248074,12.277793,-53.541467
11195,VAST_0241-06A,24,02:51:57.677,-06:49:04.98,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,18.125548,12.235627,-53.136745
11195,VAST_0241-06A,25,02:51:59.179,-07:52:05.41,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.146087,10.594942,-70.387472
11195,VAST_0241-06A,26,02:52:00.902,-08:55:07.72,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,16.882281,10.742510,-70.539991
11195,VAST_0241-06A,27,02:47:45.658,-08:55:23.12,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.071122,10.904813,-71.162758
11195,VAST_0241-06A,28,02:43:30.54,-08:55:30.83,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.066962,10.900514,-70.861535
11195,VAST_0241-06A,29,02:39:15.461,-08:55:30.83,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.045336,10.637178,-70.899228
11195,VAST_0241-06A,30,02:35:00.341,-08:55:23.12,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,16.924880,10.831876,-71.156678
11195,VAST_0241-06A,31,02:30:45.096,-08:55:07.72,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,16.941214,10.828231,-70.992654
11195,VAST_0241-06A,32,02:30:46.822,-07:52:05.41,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.066670,10.846723,-71.139564
11195,VAST_0241-06A,33,02:30:48.324,-06:49:04.98,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.219713,10.878408,-71.337451
11195,VAST_0241-06A,34,02:30:49.606,-05:46:05.2,2020-01-11 11:27:23.222,2020-01-11 11:39:19.859,73,17.376694,10.903655,-71.652184
