SBID,FIELD_NAME,BEAM,RA_HMS,DEC_DMS,DATEOBS,DATEEND,BMAJ,BMIN,BPA
8548,RACS_1335+25A,0,13:32:45.893,+25:38:56.54,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,23.130,8.460,33.200
8548,RACS_1335+25A,1,13:37:25.428,+25:38:56.54,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,23.260,8.310,34.100
8548,RACS_1335+25A,2,13:32:47.088,+24:35:56.72,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,22.480,8.540,33.900
8548,RACS_1335+25A,3,13:37:24.23,+24:35:56.72,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,22.950,8.490,34.700
8548,RACS_1335+25A,4,13:28:02.537,+26:41:24.04,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,23.120,8.170,31.500
8548,RACS_1335+25A,5,13:32:44.628,+26:41:56.98,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,23.620,8.110,32.400
8548,RACS_1335+25A,6,13:37:26.693,+26:41:56.98,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,24.140,8.070,33.200
8548,RACS_1335+25A,7,13:42:08.782,+26:41:24.04,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,24.680,8.040,34.100
8548,RACS_1335+25A,8,13:42:04.987,+25:38:23.9302,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,24.010,8.200,34.600
8548,RACS_1335+25A,9,13:42:01.402,+24:35:24.4,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,23.450,8.450,35.600
8548,RACS_1335+25A,10,13:41:58.01,+23:32:24.18,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,22.630,8.560,36.200
8548,RACS_1335+25A,11,13:37:23.102,+23:32:56.2898,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,22.470,8.620,35.400
8548,RACS_1335+25A,12,13:32:48.218,+23:32:56.2898,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,21.870,8.590,34.700
8548,RACS_1335+25A,13,13:28:13.308,+23:32:24.18,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,21.440,8.640,33.900
8548,RACS_1335+25A,14,13:28:09.919,+24:35:24.4,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,22.010,8.580,33.100
8548,RACS_1335+25A,15,13:28:06.331,+25:38:23.9302,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,22.680,8.530,32.400
8548,RACS_1335+25A,16,13:23:13.69,+27:43:19.4902,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,23.270,8.120,29.800
8548,RACS_1335+25A,17,13:27:58.529,+27:44:26.0498,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,23.710,8.000,30.900
8548,RACS_1335+25A,18,13:32:43.291,+27:44:59.32,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,24.340,8.070,31.800
8548,RACS_1335+25A,19,13:37:28.03,+27:44:59.32,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,24.540,7.970,32.700
8548,RACS_1335+25A,20,13:42:12.792,+27:44:26.0498,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,25.320,8.110,33.800
8548,RACS_1335+25A,21,13:46:57.631,+27:43:19.4902,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,25.710,7.890,34.400
8548,RACS_1335+25A,22,13:46:50.95,+26:40:18.16,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,28.410,7.880,32.200
8548,RACS_1335+25A,23,13:46:44.628,+25:37:18.62,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,27.220,7.860,32.500
8548,RACS_1335+25A,24,13:46:38.65,+24:34:19.6702,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,26.850,8.120,32.900
8548,RACS_1335+25A,25,13:46:33.002,+23:31:19.96,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,23.310,8.450,37.000
8548,RACS_1335+25A,26,13:46:27.67,+22:28:18.3,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,22.190,8.470,37.600
8548,RACS_1335+25A,27,13:41:54.811,+22:29:22.06,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,22.240,8.640,36.800
8548,RACS_1335+25A,28,13:37:22.034,+22:29:53.9498,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,21.690,8.600,36.100
8548,RACS_1335+25A,29,13:32:49.286,+22:29:53.9498,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,21.300,8.640,35.500
8548,RACS_1335+25A,30,13:28:16.51,+22:29:22.06,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,20.740,8.640,34.600
8548,RACS_1335+25A,31,13:23:43.651,+22:28:18.3,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,20.470,8.720,33.900
8548,RACS_1335+25A,32,13:23:38.318,+23:31:19.96,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,21.000,8.700,32.700
8548,RACS_1335+25A,33,13:23:32.671,+24:34:19.6702,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,21.560,8.610,32.200
8548,RACS_1335+25A,34,13:23:26.693,+25:37:18.62,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,22.120,8.420,31.500
8548,RACS_1335+25A,35,13:23:20.371,+26:40:18.16,2019-04-22 13:37:52.349,2019-04-22 13:52:58.080,22.770,8.360,30.700
8541,RACS_1338+31A,0,13:36:20.99,+31:54:22.86,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,21.950,8.600,-10.400
8541,RACS_1338+31A,1,13:41:17.83,+31:54:22.86,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,21.570,8.600,-9.100
8541,RACS_1338+31A,2,13:36:22.642,+30:51:23.08,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,21.180,8.690,-10.700
8541,RACS_1338+31A,3,13:41:16.181,+30:51:23.08,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,21.220,8.940,-9.200
8541,RACS_1338+31A,4,13:31:18.926,+32:56:40.2698,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,22.940,8.540,-11.300
8541,RACS_1338+31A,5,13:36:19.253,+32:57:23.26,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,22.840,8.540,-10.100
8541,RACS_1338+31A,6,13:41:19.57,+32:57:23.26,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,22.740,8.550,-8.800
8541,RACS_1338+31A,7,13:46:19.896,+32:56:40.2698,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,22.660,8.550,-7.500
8541,RACS_1338+31A,8,13:46:14.683,+31:53:40.34,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,21.890,8.710,-7.800
8541,RACS_1338+31A,9,13:46:09.734,+30:50:41.06,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,21.140,8.940,-7.900
8541,RACS_1338+31A,10,13:46:05.038,+29:47:41.06,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,20.350,9.000,-8.600
8541,RACS_1338+31A,11,13:41:14.616,+29:48:22.64,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,20.670,9.020,-9.800
8541,RACS_1338+31A,12,13:36:24.206,+29:48:22.64,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,20.540,9.020,-11.000
8541,RACS_1338+31A,13,13:31:33.785,+29:47:41.06,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,20.640,9.010,-12.300
8541,RACS_1338+31A,14,13:31:29.088,+30:50:41.06,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,21.290,8.680,-12.000
8541,RACS_1338+31A,15,13:31:24.139,+31:53:40.34,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,22.080,8.600,-11.700
8541,RACS_1338+31A,16,13:26:09.41,+33:58:14.88,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,24.010,8.460,-12.400
8541,RACS_1338+31A,17,13:31:13.43,+33:59:42.04,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,23.820,8.420,-11.200
8541,RACS_1338+31A,18,13:36:17.419,+34:00:25.6,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,23.780,8.490,-9.800
8541,RACS_1338+31A,19,13:41:21.401,+34:00:25.6,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,23.350,8.440,-8.700
8541,RACS_1338+31A,20,13:46:25.392,+33:59:42.04,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,23.250,8.440,-7.500
8541,RACS_1338+31A,21,13:51:29.412,+33:58:14.88,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,23.030,8.290,-6.100
8541,RACS_1338+31A,22,13:51:20.256,+32:55:14.2298,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,25.990,8.050,-5.500
8541,RACS_1338+31A,23,13:51:11.57,+31:52:15.3502,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,24.910,8.220,-5.600
8541,RACS_1338+31A,24,13:51:03.326,+30:49:16.9702,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,24.270,8.320,-5.900
8541,RACS_1338+31A,25,13:50:55.505,+29:46:17.8702,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,20.250,9.020,-7.000
8541,RACS_1338+31A,26,13:50:48.082,+28:43:16.72,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,19.240,9.080,-7.400
8541,RACS_1338+31A,27,13:46:00.583,+28:44:39.12,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,19.800,9.130,-9.000
8541,RACS_1338+31A,28,13:41:13.13,+28:45:20.34,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,19.720,9.110,-10.000
8541,RACS_1338+31A,29,13:36:25.692,+28:45:20.34,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,19.810,9.110,-11.400
8541,RACS_1338+31A,30,13:31:38.239,+28:44:39.12,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,19.870,9.010,-12.700
8541,RACS_1338+31A,31,13:26:50.738,+28:43:16.72,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,20.030,9.080,-14.200
8541,RACS_1338+31A,32,13:26:43.318,+29:46:17.8702,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,20.980,8.940,-13.900
8541,RACS_1338+31A,33,13:26:35.496,+30:49:16.9702,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,21.410,8.680,-13.400
8541,RACS_1338+31A,34,13:26:27.252,+31:52:15.3502,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,22.100,8.480,-12.900
8541,RACS_1338+31A,35,13:26:18.566,+32:55:14.2298,2019-04-21 16:31:25.450,2019-04-21 16:46:31.267,22.960,8.400,-12.600
8540,RACS_1347+37A,0,13:44:33.811,+38:09:17.3498,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,27.830,8.140,3.400
8540,RACS_1347+37A,1,13:49:54.271,+38:09:17.3498,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,27.480,8.090,4.500
8540,RACS_1347+37A,2,13:44:36.06,+37:06:17.6,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,27.150,8.200,3.500
8540,RACS_1347+37A,3,13:49:52.025,+37:06:17.6,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,27.220,8.200,4.600
8540,RACS_1347+37A,4,13:39:06.262,+39:11:23.14,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,29.050,8.120,2.000
8540,RACS_1347+37A,5,13:44:31.445,+39:12:17.7502,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,29.190,8.100,3.300
8540,RACS_1347+37A,6,13:49:56.64,+39:12:17.7502,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,29.210,8.020,4.600
8540,RACS_1347+37A,7,13:55:21.823,+39:11:23.14,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,29.210,7.960,5.900
8540,RACS_1347+37A,8,13:55:14.719,+38:08:23.5702,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,27.980,8.140,5.800
8540,RACS_1347+37A,9,13:55:07.98,+37:05:24.58,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,27.290,8.200,5.800
8540,RACS_1347+37A,10,13:55:01.579,+36:02:24.9,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,25.810,8.240,5.400
8540,RACS_1347+37A,11,13:49:49.889,+36:03:17.24,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,26.110,8.290,4.300
8540,RACS_1347+37A,12,13:44:38.194,+36:03:17.24,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,25.810,8.270,3.500
8540,RACS_1347+37A,13,13:39:26.506,+36:02:24.9,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,25.730,8.280,2.400
8540,RACS_1347+37A,14,13:39:20.105,+37:05:24.58,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,27.050,8.220,2.300
8540,RACS_1347+37A,15,13:39:13.363,+38:08:23.5702,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,27.700,8.160,2.100
8540,RACS_1347+37A,16,13:33:28.651,+40:12:33.5498,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,30.390,8.070,0.600
8540,RACS_1347+37A,17,13:38:58.774,+40:14:24.54,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,30.410,8.010,2.000
8540,RACS_1347+37A,18,13:44:28.946,+40:15:20.02,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,30.530,8.010,3.300
8540,RACS_1347+37A,19,13:49:59.138,+40:15:20.02,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,30.120,7.850,4.600
8540,RACS_1347+37A,20,13:55:29.311,+40:14:24.54,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,30.200,7.800,5.900
8540,RACS_1347+37A,21,14:00:59.431,+40:12:33.5498,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,30.310,7.770,7.200
8540,RACS_1347+37A,22,14:00:46.963,+39:09:33.9098,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,33.190,7.650,6.800
8540,RACS_1347+37A,23,14:00:35.134,+38:06:35.96,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,31.310,7.670,6.700
8540,RACS_1347+37A,24,14:00:23.909,+37:03:38.48,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,30.330,7.860,6.600
8540,RACS_1347+37A,25,14:00:13.248,+36:00:40.2098,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,26.030,8.260,6.900
8540,RACS_1347+37A,26,14:00:03.122,+34:57:39.82,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,24.380,8.270,6.800
8540,RACS_1347+37A,27,13:54:55.498,+34:59:23.24,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,24.930,8.350,5.500
8540,RACS_1347+37A,28,13:49:47.861,+35:00:14.94,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,24.670,8.320,4.600
8540,RACS_1347+37A,29,13:44:40.222,+35:00:14.94,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,24.570,8.330,3.500
8540,RACS_1347+37A,30,13:39:32.587,+34:59:23.24,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,24.510,8.290,2.200
8540,RACS_1347+37A,31,13:34:24.962,+34:57:39.82,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,24.430,8.350,1.200
8540,RACS_1347+37A,32,13:34:14.834,+36:00:40.2098,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,25.930,8.260,0.800
8540,RACS_1347+37A,33,13:34:04.176,+37:03:38.48,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,26.930,8.230,1.100
8540,RACS_1347+37A,34,13:33:52.949,+38:06:35.96,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,27.390,8.040,0.900
8540,RACS_1347+37A,35,13:33:41.122,+39:09:33.9098,2019-04-21 15:44:48.595,2019-04-21 15:59:54.326,28.750,7.980,0.700
8548,RACS_1357+18A,0,13:55:35.525,+19:22:55.8098,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.940,10.170,19.400
8548,RACS_1357+18A,1,14:00:02.654,+19:22:55.8098,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.940,10.060,21.100
8548,RACS_1357+18A,2,13:55:36.36,+18:19:55.9898,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.570,10.280,21.500
8548,RACS_1357+18A,3,14:00:01.822,+18:19:55.9898,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.740,10.220,23.100
8548,RACS_1357+18A,4,13:51:05.693,+20:25:32.38,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,15.230,10.120,16.100
8548,RACS_1357+18A,5,13:55:34.637,+20:25:56.28,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,15.360,10.060,17.600
8548,RACS_1357+18A,6,14:00:03.545,+20:25:56.28,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,15.510,10.000,19.200
8548,RACS_1357+18A,7,14:04:32.486,+20:25:32.38,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,15.670,9.930,20.800
8548,RACS_1357+18A,8,14:04:29.818,+19:22:32.0902,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,15.340,10.110,22.200
8548,RACS_1357+18A,9,14:04:27.317,+18:19:32.4098,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.890,10.150,24.600
8548,RACS_1357+18A,10,14:04:24.982,+17:16:32.0902,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.480,10.280,26.600
8548,RACS_1357+18A,11,14:00:01.042,+17:16:55.52,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.480,10.400,25.100
8548,RACS_1357+18A,12,13:55:37.138,+17:16:55.52,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.240,10.420,24.100
8548,RACS_1357+18A,13,13:51:13.2,+17:16:32.0902,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.080,10.500,22.400
8548,RACS_1357+18A,14,13:51:10.862,+18:19:32.4098,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.430,10.370,19.800
8548,RACS_1357+18A,15,13:51:08.362,+19:22:32.0902,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.810,10.240,17.600
8548,RACS_1357+18A,16,13:46:31.91,+21:27:46.3298,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,15.530,10.020,13.200
8548,RACS_1357+18A,17,13:51:02.851,+21:28:34.54,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,15.530,9.970,14.900
8548,RACS_1357+18A,18,13:55:33.689,+21:28:58.66,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,15.810,9.940,16.400
8548,RACS_1357+18A,19,14:00:04.493,+21:28:58.66,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,15.780,9.840,18.000
8548,RACS_1357+18A,20,14:04:35.33,+21:28:34.54,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,15.920,9.770,19.500
8548,RACS_1357+18A,21,14:09:06.269,+21:27:46.3298,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,15.970,9.610,21.100
8548,RACS_1357+18A,22,14:09:01.531,+20:24:44.5298,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,18.190,9.040,17.300
8548,RACS_1357+18A,23,14:08:57.084,+19:21:44.6,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,17.620,9.250,17.700
8548,RACS_1357+18A,24,14:08:52.918,+18:18:45.22,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,17.250,9.460,18.500
8548,RACS_1357+18A,25,14:08:49.022,+17:15:45.14,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.710,10.180,28.200
8548,RACS_1357+18A,26,14:08:45.391,+16:12:43.1302,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.230,10.200,31.300
8548,RACS_1357+18A,27,14:04:22.8,+16:13:29.82,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.320,10.420,29.500
8548,RACS_1357+18A,28,14:00:00.314,+16:13:53.18,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.080,10.450,28.600
8548,RACS_1357+18A,29,13:55:37.865,+16:13:53.18,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,13.910,10.550,27.300
8548,RACS_1357+18A,30,13:51:15.379,+16:13:29.82,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,13.680,10.560,26.500
8548,RACS_1357+18A,31,13:46:52.788,+16:12:43.1302,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,13.590,10.740,23.900
8548,RACS_1357+18A,32,13:46:49.157,+17:15:45.14,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,13.940,10.570,20.800
8548,RACS_1357+18A,33,13:46:45.262,+18:18:45.22,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.290,10.440,17.900
8548,RACS_1357+18A,34,13:46:41.095,+19:21:44.6,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.540,10.200,16.200
8548,RACS_1357+18A,35,13:46:36.65,+20:24:44.5298,2019-04-22 15:25:12.173,2019-04-22 15:40:27.840,14.960,10.060,14.600
8548,RACS_1402+25A,0,13:59:56.081,+25:38:56.54,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,24.200,8.040,35.000
8548,RACS_1402+25A,1,14:04:35.616,+25:38:56.54,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,24.570,8.120,36.100
8548,RACS_1402+25A,2,13:59:57.278,+24:35:56.72,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,23.730,8.400,36.000
8548,RACS_1402+25A,3,14:04:34.421,+24:35:56.72,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,24.320,8.360,36.700
8548,RACS_1402+25A,4,13:55:12.727,+26:41:24.04,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,24.390,8.030,33.700
8548,RACS_1402+25A,5,13:59:54.816,+26:41:56.98,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,24.950,8.000,34.500
8548,RACS_1402+25A,6,14:04:36.881,+26:41:56.98,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,25.540,7.970,35.300
8548,RACS_1402+25A,7,14:09:18.972,+26:41:24.04,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,26.160,7.960,36.100
8548,RACS_1402+25A,8,14:09:15.178,+25:38:23.9302,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,25.430,8.080,36.600
8548,RACS_1402+25A,9,14:09:11.59,+24:35:24.4,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,24.880,8.320,37.500
8548,RACS_1402+25A,10,14:09:08.201,+23:32:24.18,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,23.880,8.440,38.000
8548,RACS_1402+25A,11,14:04:33.29,+23:32:56.2898,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,23.710,8.490,37.200
8548,RACS_1402+25A,12,13:59:58.409,+23:32:56.2898,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,23.080,8.450,36.700
8548,RACS_1402+25A,13,13:55:23.498,+23:32:24.18,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,22.590,8.500,35.900
8548,RACS_1402+25A,14,13:55:20.107,+24:35:24.4,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,23.200,8.450,35.200
8548,RACS_1402+25A,15,13:55:16.522,+25:38:23.9302,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,23.830,8.310,34.500
8548,RACS_1402+25A,16,13:50:23.88,+27:43:19.4902,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,24.540,8.020,32.200
8548,RACS_1402+25A,17,13:55:08.717,+27:44:26.0498,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,25.240,8.080,33.300
8548,RACS_1402+25A,18,13:59:53.479,+27:44:59.32,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,25.750,7.960,33.900
8548,RACS_1402+25A,19,14:04:38.218,+27:44:59.32,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,26.000,7.850,34.800
8548,RACS_1402+25A,20,14:09:22.982,+27:44:26.0498,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,26.650,7.830,35.600
8548,RACS_1402+25A,21,14:14:07.819,+27:43:19.4902,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,27.320,7.820,36.400
8548,RACS_1402+25A,22,14:14:01.138,+26:40:18.16,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,29.940,7.840,34.300
8548,RACS_1402+25A,23,14:13:54.816,+25:37:18.62,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,28.690,7.800,34.600
8548,RACS_1402+25A,24,14:13:48.838,+24:34:19.6702,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,28.230,8.000,34.900
8548,RACS_1402+25A,25,14:13:43.19,+23:31:19.96,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,24.620,8.360,38.700
8548,RACS_1402+25A,26,14:13:37.858,+22:28:18.3,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,23.420,8.360,39.300
8548,RACS_1402+25A,27,14:09:04.999,+22:29:22.06,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,23.440,8.530,38.500
8548,RACS_1402+25A,28,14:04:32.222,+22:29:53.9498,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,22.820,8.480,37.900
8548,RACS_1402+25A,29,13:59:59.474,+22:29:53.9498,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,22.340,8.510,37.200
8548,RACS_1402+25A,30,13:55:26.698,+22:29:22.06,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,21.720,8.520,36.400
8548,RACS_1402+25A,31,13:50:53.839,+22:28:18.3,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,21.470,8.570,35.900
8548,RACS_1402+25A,32,13:50:48.506,+23:31:19.96,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,22.060,8.570,34.900
8548,RACS_1402+25A,33,13:50:42.859,+24:34:19.6702,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,22.680,8.480,34.400
8548,RACS_1402+25A,34,13:50:36.881,+25:37:18.62,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,23.260,8.290,33.600
8548,RACS_1402+25A,35,13:50:30.562,+26:40:18.16,2019-04-22 13:53:08.102,2019-04-22 14:08:23.770,23.820,8.040,32.800
8540,RACS_1407+31A,0,14:04:35.11,+31:54:22.86,2019-04-21 15:29:22.992,2019-04-21 15:44:38.659,22.320,8.470,11.900
8540,RACS_1407+31A,1,14:09:31.949,+31:54:22.86,2019-04-21 15:29:22.992,2019-04-21 15:44:38.659,22.160,8.430,13.100
8540,RACS_1407+31A,2,14:04:36.758,+30:51:23.08,2019-04-21 15:29:22.992,2019-04-21 15:44:38.659,21.420,8.530,12.200
8540,RACS_1407+31A,3,14:09:30.3,+30:51:23.08,2019-04-21 15:29:22.992,2019-04-21 15:44:38.659,21.620,8.520,13.400
8540,RACS_1407+31A,4,13:59:33.043,+32:56:40.2698,2019-04-21 15:29:22.992,2019-04-21 15:44:38.659,23.100,8.420,10.500
8540,RACS_1407+31A,5,14:04:33.37,+32:57:23.26,2019-04-21 15:29:22.992,2019-04-21 15:44:38.659,23.260,8.400,11.700
8540,RACS_1407+31A,6,14:09:33.686,+32:57:23.26,2019-04-21 15:29:22.992,2019-04-21 15:44:38.659,23.400,8.360,13.000
