SBID,FIELD_NAME,BEAM,RA_HMS,DEC_DMS,DATEOBS,DATEEND,NINT,BMAJ,BMIN,BPA
11380,VAST_0216+00A,0,02:14:27,+00:31:29.93,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.871346,11.890780,45.824293
11380,VAST_0216+00A,1,02:18:39,+00:31:29.93,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.548693,11.101851,75.350072
11380,VAST_0216+00A,2,02:14:27,-00:31:29.93,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.682877,11.842697,44.073192
11380,VAST_0216+00A,3,02:18:39,-00:31:29.93,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.524132,11.203918,75.228289
11380,VAST_0216+00A,4,02:10:14.83,+01:34:30.4,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,14.074454,11.411271,73.615571
11380,VAST_0216+00A,5,02:14:26.957,+01:34:30.4,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,14.111880,12.064343,43.495039
11380,VAST_0216+00A,6,02:18:39.043,+01:34:30.4,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.867856,11.430977,73.740181
11380,VAST_0216+00A,7,02:22:51.17,+01:34:30.4,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.810746,11.423969,73.860954
11380,VAST_0216+00A,8,02:22:51.043,+00:31:29.93,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.761906,11.340602,74.911346
11380,VAST_0216+00A,9,02:22:51.043,-00:31:29.93,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.612815,11.315140,75.054916
11380,VAST_0216+00A,10,02:22:51.17,-01:34:30.4,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.528785,11.983738,36.957809
11380,VAST_0216+00A,11,02:18:39.043,-01:34:30.4,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.418583,11.315989,74.402736
11380,VAST_0216+00A,12,02:14:26.957,-01:34:30.4,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.487966,11.284300,74.647198
11380,VAST_0216+00A,13,02:10:14.83,-01:34:30.4,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.572330,11.292717,74.717259
11380,VAST_0216+00A,14,02:10:14.957,-00:31:29.93,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.768936,11.118646,75.409467
11380,VAST_0216+00A,15,02:10:14.957,+00:31:29.93,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,14.067947,11.316127,74.955256
11380,VAST_0216+00A,16,02:06:02.153,+02:37:32.77,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,14.223279,11.570760,72.598985
11380,VAST_0216+00A,17,02:10:14.575,+02:37:32.77,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,14.122092,11.555390,72.485432
11380,VAST_0216+00A,18,02:14:26.873,+02:37:32.77,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,14.279689,12.140087,41.216041
11380,VAST_0216+00A,19,02:18:39.127,+02:37:32.77,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.931470,11.544622,72.420564
11380,VAST_0216+00A,20,02:22:51.425,+02:37:32.77,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.842765,11.536822,72.472862
11380,VAST_0216+00A,21,02:27:03.847,+02:37:32.77,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.598359,11.456191,69.372837
11380,VAST_0216+00A,22,02:27:03.425,+01:34:30.4,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.555637,11.340540,71.009870
11380,VAST_0216+00A,23,02:27:03.211,+00:31:29.93,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.728080,12.100774,41.665594
11380,VAST_0216+00A,24,02:27:03.211,-00:31:29.93,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.455674,11.922115,39.745919
11380,VAST_0216+00A,25,02:27:03.425,-01:34:30.4,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.035868,11.109309,75.177548
11380,VAST_0216+00A,26,02:27:03.847,-02:37:32.77,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,12.978778,11.230909,74.344671
11380,VAST_0216+00A,27,02:22:51.425,-02:37:32.77,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.033787,11.228665,74.269755
11380,VAST_0216+00A,28,02:18:39.127,-02:37:32.77,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,12.955156,11.090569,74.667270
11380,VAST_0216+00A,29,02:14:26.873,-02:37:32.77,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.148811,11.173370,74.753568
11380,VAST_0216+00A,30,02:10:14.575,-02:37:32.77,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.350006,11.290912,74.644579
11380,VAST_0216+00A,31,02:06:02.153,-02:37:32.77,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.333649,11.117667,75.516993
11380,VAST_0216+00A,32,02:06:02.575,-01:34:30.4,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.662406,11.270473,74.969225
11380,VAST_0216+00A,33,02:06:02.789,-00:31:29.93,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,13.873431,11.096458,75.350256
11380,VAST_0216+00A,34,02:06:02.789,+00:31:29.93,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,14.011480,11.190076,75.299521
11380,VAST_0216+00A,35,02:06:02.575,+01:34:30.4,2020-01-17 11:01:51.634,2020-01-17 11:13:48.270,73,14.195175,11.428362,73.734855
11381,VAST_0306+00A,0,03:04:06,+00:31:29.93,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.253330,12.162405,34.709286
11381,VAST_0306+00A,1,03:08:18,+00:31:29.93,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.248319,11.231363,78.613277
11381,VAST_0306+00A,2,03:04:06,-00:31:29.93,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.188263,12.138370,33.431075
11381,VAST_0306+00A,3,03:08:18,-00:31:29.93,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.255138,11.332697,78.231349
11381,VAST_0306+00A,4,02:59:53.83,+01:34:30.4,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.568666,11.505410,75.100385
11381,VAST_0306+00A,5,03:04:05.957,+01:34:30.4,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.519905,12.282803,32.585685
11381,VAST_0306+00A,6,03:08:18.043,+01:34:30.4,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.527306,11.559429,75.929761
11381,VAST_0306+00A,7,03:12:30.17,+01:34:30.4,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.513741,11.582958,76.301935
11381,VAST_0306+00A,8,03:12:30.043,+00:31:29.93,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.519914,11.476825,77.928800
11381,VAST_0306+00A,9,03:12:30.043,-00:31:29.93,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.417212,11.448083,77.781664
11381,VAST_0306+00A,10,03:12:30.17,-01:34:30.4,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.228496,12.208769,26.483834
11381,VAST_0306+00A,11,03:08:18.043,-01:34:30.4,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.218926,11.419490,76.076910
11381,VAST_0306+00A,12,03:04:05.957,-01:34:30.4,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.203837,11.414974,75.610620
11381,VAST_0306+00A,13,02:59:53.83,-01:34:30.4,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.221416,11.392166,75.216004
11381,VAST_0306+00A,14,02:59:53.957,-00:31:29.93,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.339063,11.263062,77.584170
11381,VAST_0306+00A,15,02:59:53.957,+00:31:29.93,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.548119,11.418994,76.449410
11381,VAST_0306+00A,16,02:55:41.153,+02:37:32.77,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.602477,11.587130,72.856784
11381,VAST_0306+00A,17,02:59:53.575,+02:37:32.77,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.592380,11.617313,73.291603
11381,VAST_0306+00A,18,03:04:05.873,+02:37:32.77,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.702774,12.313309,30.143322
11381,VAST_0306+00A,19,03:08:18.127,+02:37:32.77,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.552256,11.685044,74.134960
11381,VAST_0306+00A,20,03:12:30.425,+02:37:32.77,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.528247,11.695734,74.592464
11381,VAST_0306+00A,21,03:16:42.847,+02:37:32.77,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.342965,11.660240,71.789172
11381,VAST_0306+00A,22,03:16:42.425,+01:34:30.4,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.308105,11.542489,73.742841
11381,VAST_0306+00A,23,03:16:42.211,+00:31:29.93,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.313646,12.464049,30.419227
11381,VAST_0306+00A,24,03:16:42.211,-00:31:29.93,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.088872,12.309190,30.242105
11381,VAST_0306+00A,25,03:16:42.425,-01:34:30.4,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,12.995139,11.225497,78.574740
11381,VAST_0306+00A,26,03:16:42.847,-02:37:32.77,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,12.924679,11.345398,77.248556
11381,VAST_0306+00A,27,03:12:30.425,-02:37:32.77,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,12.911095,11.334573,76.481722
11381,VAST_0306+00A,28,03:08:18.127,-02:37:32.77,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,12.792197,11.189174,76.242597
11381,VAST_0306+00A,29,03:04:05.873,-02:37:32.77,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,12.943799,11.269554,75.017962
11381,VAST_0306+00A,30,02:59:53.575,-02:37:32.77,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.050178,11.373418,74.514773
11381,VAST_0306+00A,31,02:55:41.153,-02:37:32.77,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,12.937038,11.226771,75.630431
11381,VAST_0306+00A,32,02:55:41.575,-01:34:30.4,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.208258,11.375790,74.895465
11381,VAST_0306+00A,33,02:55:41.789,-00:31:29.93,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.346420,11.241352,77.116131
11381,VAST_0306+00A,34,02:55:41.789,+00:31:29.93,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.452396,11.270980,76.301645
11381,VAST_0306+00A,35,02:55:41.575,+01:34:30.4,2020-01-17 11:17:47.149,2020-01-17 11:29:33.832,72,13.589406,11.476382,74.788704
11391,VAST_0532-50A,0,05:29:03.722,-49:34:04.84,2020-01-17 13:45:35.521,2020-01-17 13:57:32.157,73,13.963881,11.014092,4.381197
11391,VAST_0532-50A,1,05:35:32.278,-49:34:04.84,2020-01-17 13:45:35.521,2020-01-17 13:57:32.157,73,12.358025,11.318796,5.875282
11391,VAST_0532-50A,2,05:28:59.419,-50:37:04.44,2020-01-17 13:45:35.521,2020-01-17 13:57:32.157,73,14.083491,11.001783,4.121932
