SBID,FIELD_NAME,BEAM,RA_HMS,DEC_DMS,DATEOBS,DATEEND,NINT,BMAJ,BMIN,BPA
10323,VAST_0012+00A,0,00:10:19.001,+00:31:29.93,2019-10-28 14:13:59.854,2019-10-28 14:26:06.444,74,13.932610,11.538310,74.675219
10323,VAST_0012+00A,1,00:14:31.001,+00:31:29.93,2019-10-28 14:13:59.854,2019-10-28 14:26:06.444,74,13.854103,11.532719,74.416962
10323,VAST_0012+00A,2,00:10:19.001,-00:31:29.93,2019-10-28 14:13:59.854,2019-10-28 14:26:06.444,74,13.765444,11.492207,74.817177
10323,VAST_0012+00A,3,00:14:31.001,-00:31:29.93,2019-10-28 14:13:59.854,2019-10-28 14:26:06.444,74,13.695841,11.484140,74.715387
10323,VAST_0012+00A,4,00:06:06.83,+01:34:30.4,2019-10-28 14:13:59.854,2019-10-28 14:26:06.444,74,14.028664,11.562055,73.839218
10323,VAST_0012+00A,5,00:10:18.958,+01:34:30.4,2019-10-28 14:13:59.854,2019-10-28 14:26:06.444,74,13.910918,11.504402,73.398182
10323,VAST_0012+00A,6,00:14:31.042,+01:34:30.4,2019-10-28 14:13:59.854,2019-10-28 14:26:06.444,74,13.852423,11.648141,73.053143
10323,VAST_0012+00A,7,00:18:43.169,+01:34:30.4,2019-10-28 14:13:59.854,2019-10-28 14:26:06.444,74,13.919812,11.788915,73.474573
10323,VAST_0012+00A,8,00:18:43.042,+00:31:29.93,2019-10-28 14:13:59.854,2019-10-28 14:26:06.444,74,13.701641,11.253715,74.316120
10323,VAST_0012+00A,9,00:18:43.042,-00:31:29.93,2019-10-28 14:13:59.854,2019-10-28 14:26:06.444,74,17.919489,11.344174,-66.625891
10323,VAST_0012+00A,10,00:18:43.169,-01:34:30.4,2019-10-28 14:13:59.854,2019-10-28 14:26:06.444,74,17.646748,11.412579,-65.439357
10323,VAST_0012+00A,11,00:14:31.042,-01:34:30.4,2019-10-28 14:13:59.854,2019-10-28 14:26:06.444,74,13.573068,11.663866,74.405895
