SBID,FIELD_NAME,BEAM,RA_HMS,DEC_DMS,DATEOBS,DATEEND,NINT,BMAJ,BMIN,BPA
10888,VAST_0241-06A,0,02:39:16.363,-05:46:28.13,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.510147,11.174378,81.133768
10888,VAST_0241-06A,1,02:43:29.638,-05:46:28.13,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.486050,11.140953,80.266729
10888,VAST_0241-06A,2,02:39:16.106,-06:49:27.95,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.408958,11.104043,80.140508
10888,VAST_0241-06A,3,02:43:29.894,-06:49:27.95,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.405211,11.140985,80.838955
10888,VAST_0241-06A,4,02:35:03.686,-04:43:20.03,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.699937,11.273105,80.394375
10888,VAST_0241-06A,5,02:39:16.577,-04:43:27.66,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.665671,11.256757,79.706200
10888,VAST_0241-06A,6,02:43:29.424,-04:43:27.66,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.677595,11.293345,79.860494
10888,VAST_0241-06A,7,02:47:42.314,-04:43:20.03,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.661615,11.307952,80.095972
10888,VAST_0241-06A,8,02:47:42.953,-05:46:20.5,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.562451,11.272097,79.680891
10888,VAST_0241-06A,9,02:47:43.723,-06:49:20.32,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.487474,11.249876,79.655780
10888,VAST_0241-06A,10,02:47:44.623,-07:52:20.75,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.419645,11.232415,80.022356
10888,VAST_0241-06A,11,02:43:30.194,-07:52:28.45,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.419949,11.215513,79.703107
10888,VAST_0241-06A,12,02:39:15.806,-07:52:28.45,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.422802,11.221243,79.744141
10888,VAST_0241-06A,13,02:35:01.375,-07:52:20.75,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.389694,11.085049,79.296393
10888,VAST_0241-06A,14,02:35:02.278,-06:49:20.32,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.333241,11.207708,75.004356
10888,VAST_0241-06A,15,02:35:03.046,-05:46:20.5,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.596907,11.242083,79.442066
10888,VAST_0241-06A,16,02:30:51.521,-03:40:02.39,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.817300,11.162981,80.499124
10888,VAST_0241-06A,17,02:35:04.195,-03:40:17.65,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.833201,11.292495,79.305609
10888,VAST_0241-06A,18,02:39:16.745,-03:40:25.28,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.791796,11.294409,79.337338
10888,VAST_0241-06A,19,02:43:29.254,-03:40:25.28,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.774063,11.307934,79.445221
10888,VAST_0241-06A,20,02:47:41.803,-03:40:17.65,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.769144,11.315551,79.593586
10888,VAST_0241-06A,21,02:51:54.48,-03:40:02.39,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.763059,11.303333,79.875274
10888,VAST_0241-06A,22,02:51:55.33,-04:43:04.76,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.664609,11.308643,79.699926
10888,VAST_0241-06A,23,02:51:56.395,-05:46:05.2,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.897842,11.808877,16.838800
10888,VAST_0241-06A,24,02:51:57.677,-06:49:04.98,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.858867,11.756111,15.727614
10888,VAST_0241-06A,25,02:51:59.179,-07:52:05.41,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,16.690116,10.974401,-58.472185
10888,VAST_0241-06A,26,02:52:00.902,-08:55:07.72,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.355222,11.221465,80.516024
10888,VAST_0241-06A,27,02:47:45.658,-08:55:23.12,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.314711,11.098017,79.589625
10888,VAST_0241-06A,28,02:43:30.54,-08:55:30.83,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.318147,11.097859,79.587698
10888,VAST_0241-06A,29,02:39:15.461,-08:55:30.83,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.155109,11.066411,74.489459
10888,VAST_0241-06A,30,02:35:00.341,-08:55:23.12,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.338837,11.084791,79.635508
10888,VAST_0241-06A,31,02:30:45.096,-08:55:07.72,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.350526,11.063480,79.468247
10888,VAST_0241-06A,32,02:30:46.822,-07:52:05.41,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.417269,11.094913,79.482135
10888,VAST_0241-06A,33,02:30:48.324,-06:49:04.98,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.495773,11.124158,79.393905
10888,VAST_0241-06A,34,02:30:49.606,-05:46:05.2,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.619186,11.245278,79.688241
10888,VAST_0241-06A,35,02:30:50.671,-04:43:04.76,2019-12-19 13:02:28.995,2019-12-19 13:14:15.678,72,12.727653,11.260374,79.604854
10889,VAST_0241+00A,0,02:39:16.999,+00:31:29.93,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.641740,11.246146,79.400969
10889,VAST_0241+00A,1,02:43:28.999,+00:31:29.93,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.537382,11.194708,79.090573
10889,VAST_0241+00A,2,02:39:16.999,-00:31:29.93,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.430803,11.137501,79.181545
10889,VAST_0241+00A,3,02:43:28.999,-00:31:29.93,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.361420,11.182012,79.739523
10889,VAST_0241+00A,4,02:35:04.831,+01:34:30.4,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.828000,11.388383,77.641165
10889,VAST_0241+00A,5,02:39:16.958,+01:34:30.4,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.718758,11.373935,77.334366
10889,VAST_0241+00A,6,02:43:29.042,+01:34:30.4,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.682659,11.390246,77.866172
10889,VAST_0241+00A,7,02:47:41.17,+01:34:30.4,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.580498,11.401829,78.052290
10889,VAST_0241+00A,8,02:47:41.042,+00:31:29.93,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.549832,11.332700,79.007713
10889,VAST_0241+00A,9,02:47:41.042,-00:31:29.93,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.370815,11.311102,79.197155
10889,VAST_0241+00A,10,02:47:41.17,-01:34:30.4,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.131253,11.294065,79.381907
10889,VAST_0241+00A,11,02:43:29.042,-01:34:30.4,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.176793,11.272158,78.939294
10889,VAST_0241+00A,12,02:39:16.958,-01:34:30.4,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.230155,11.272229,78.963634
10889,VAST_0241+00A,13,02:35:04.831,-01:34:30.4,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.259071,11.149082,78.792378
10889,VAST_0241+00A,14,02:35:04.958,-00:31:29.93,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.355234,11.181639,75.845105
10889,VAST_0241+00A,15,02:35:04.958,+00:31:29.93,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.794144,11.277412,78.270091
10889,VAST_0241+00A,16,02:30:52.152,+02:37:32.77,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.966748,11.393757,76.724285
10889,VAST_0241+00A,17,02:35:04.577,+02:37:32.77,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.886165,11.514193,75.744090
10889,VAST_0241+00A,18,02:39:16.872,+02:37:32.77,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.786322,11.498992,75.793636
10889,VAST_0241+00A,19,02:43:29.126,+02:37:32.77,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.714149,11.511371,76.154476
10889,VAST_0241+00A,20,02:47:41.424,+02:37:32.77,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.637560,11.518618,76.235148
10889,VAST_0241+00A,21,02:51:53.849,+02:37:32.77,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.566898,11.510416,76.606331
10889,VAST_0241+00A,22,02:51:53.424,+01:34:30.4,2019-12-19 13:15:05.445,2019-12-19 13:27:02.081,73,13.545542,11.419259,78.333264
