SBID,OBS_FREQ,FIELD_NME,BEM,R_HMS,DEC_DMS,DTEOBS,DTEEND,NINT,BMJ,BMIN,BP
45544,887.5,VAST_1752-31,4,17:45:40.824,-29:47:57.590,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.329341369126892,11.521061502738192,39.7896024919445
45544,887.5,VAST_1752-31,5,17:50:31.260,-29:48:39.170,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.28288390935308,11.503164627681985,37.6086612785561
45544,887.5,VAST_1752-31,6,17:55:21.682,-29:48:39.170,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.204668872783197,11.43757019439036,35.8031607735392
45544,887.5,VAST_1752-31,7,18:00:12.118,-29:47:57.590,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.188177003089448,11.445112184539356,33.8135131841693
45544,887.5,VAST_1752-31,8,18:00:16.814,-30:50:57.550,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.218057602014932,11.426355199590228,33.4670069930719
45544,887.5,VAST_1752-31,9,18:00:21.763,-31:53:56.870,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.258804843567583,11.412860300803908,33.0178644769934
45544,887.5,VAST_1752-31,10,18:00:26.978,-32:56:56.760,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.293115195380372,11.38107944081502,32.7814829820176
45544,887.5,VAST_1752-31,11,17:55:26.635,-32:57:39.780,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.332402154170468,11.397534877816057,34.6756589752219
45544,887.5,VAST_1752-31,12,17:50:26.304,-32:57:39.780,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.393083571524755,11.435067186654528,36.5717654646283
45544,887.5,VAST_1752-31,13,17:45:25.961,-32:56:56.760,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.431456435753036,11.436121866927133,38.7131152248997
45544,887.5,VAST_1752-31,14,17:45:31.176,-31:53:56.870,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.393696902130475,11.463572385316333,39.0744978559365
45544,887.5,VAST_1752-31,15,17:45:36.127,-30:50:57.550,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.373367192879227,11.500976051932067,39.3647638105694
45544,887.5,VAST_1752-31,16,17:40:57.768,-28:43:33.200,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.338956696229756,11.555474693434704,42.2043857068339
45544,887.5,VAST_1752-31,17,17:45:45.278,-28:44:55.640,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.298882915089836,11.539643781746088,40.2348063842086
45544,887.5,VAST_1752-31,18,17:50:32.746,-28:45:36.830,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.276273762881072,11.548280763737605,37.9524392743116
45544,887.5,VAST_1752-31,19,17:55:20.196,-28:45:36.830,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.189862476656936,11.473708547857608,36.0450914849711
45544,887.5,VAST_1752-31,20,18:00:07.661,-28:44:55.640,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.168181698190892,11.478008387488645,34.040069170867
45544,887.5,VAST_1752-31,21,18:04:55.174,-28:43:33.200,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.15780005619541,11.482470309560076,32.0534229792827
45544,887.5,VAST_1752-31,22,18:05:02.597,-29:46:34.360,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.168506871506384,11.44056711725377,31.9133255887048
45544,887.5,VAST_1752-31,23,18:05:10.421,-30:49:33.460,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.20166704430008,11.419247003134789,31.6599394187682
45544,887.5,VAST_1752-31,24,18:05:18.665,-31:52:31.840,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.234546839723912,11.395597431129264,31.2688956100944
45544,887.5,VAST_1752-31,25,18:05:27.355,-32:55:30.720,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.27566511152036,11.382483916033236,30.908334490927
45544,887.5,VAST_1752-31,26,18:05:36.511,-33:58:31.370,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.326968518496605,11.378205707676695,30.543576328432
45544,887.5,VAST_1752-31,27,18:00:32.477,-33:59:58.520,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.384963947266783,11.406734998091173,32.4164343674318
45544,887.5,VAST_1752-31,28,17:55:28.469,-34:00:42.120,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.41983275027452,11.412469726321069,34.3294166282094
45544,887.5,VAST_1752-31,29,17:50:24.470,-34:00:42.120,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.471922898852553,11.436816954387565,36.2530764574359
45544,887.5,VAST_1752-31,30,17:45:20.465,-33:59:58.520,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.496573338166447,11.435740309781927,38.289745009155
45544,887.5,VAST_1752-31,31,17:40:16.428,-33:58:31.370,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.590713645894088,11.489743143822707,40.2807354869174
45544,887.5,VAST_1752-31,32,17:40:25.586,-32:55:30.720,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.50493878955644,11.4580815685182,40.761303439906
45544,887.5,VAST_1752-31,33,17:40:34.274,-31:52:31.840,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.510040303649529,11.538651380961133,41.0107896840045
45544,887.5,VAST_1752-31,34,17:40:42.518,-30:49:33.460,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.431068888909724,11.527736474295864,41.4700595493348
45544,887.5,VAST_1752-31,35,17:40:50.342,-29:46:34.360,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.404228823748772,11.564343711947016,41.8119411241352
45555,887.5,VAST_0127-73,0,1:20:15.274,-72:29:56.690,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,18.969681135921583,11.218083530366988,-16.0121754109567
45555,887.5,VAST_0127-73,1,1:34:13.342,-72:29:56.690,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,19.14975430740551,11.23925979962952,-20.1149614241173
45555,887.5,VAST_0127-73,2,1:19:49.344,-73:32:54.850,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,19.461121779641147,11.199359027027269,-16.0798893199471
45555,887.5,VAST_0127-73,3,1:34:39.271,-73:32:54.850,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,19.51957932986293,11.22625059849486,-20.0301252027036
45555,887.5,VAST_0127-73,4,1:07:28.318,-71:23:29.690,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,18.52196438986506,11.214188233463052,-12.4998145478194
45555,887.5,VAST_0127-73,5,1:20:38.227,-71:26:57.730,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,18.62103441836981,11.238434596030933,-16.2361176861612
45555,887.5,VAST_0127-73,6,1:33:50.390,-71:26:57.730,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,18.78580259853808,11.268898576139916,-20.1706257705046
45555,887.5,VAST_0127-73,7,1:47:00.298,-71:23:29.690,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,18.862846598334457,11.309472309897432,-23.703136114219
45555,887.5,VAST_0127-73,8,1:48:08.719,-72:26:16.730,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,19.22982817942314,11.290459228427844,-23.8344900502767
45555,887.5,VAST_0127-73,9,1:49:25.951,-73:29:01.280,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,19.603781474048606,11.264372288521631,-23.993404798784
45555,887.5,VAST_0127-73,10,1:50:53.801,-74:31:44.330,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,20.011977309232183,11.24833451574006,-24.1741680841544
45555,887.5,VAST_0127-73,11,1:35:08.796,-74:35:53.380,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,19.922688479637863,11.201637045841524,-20.0082771682777
45555,887.5,VAST_0127-73,12,1:19:19.819,-74:35:53.380,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,19.872496316874315,11.190896446382387,-15.8574844332263
45555,887.5,VAST_0127-73,13,1:03:34.817,-74:31:44.330,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,19.7730052040043,11.100157804774044,-10.9096939500045
45555,887.5,VAST_0127-73,14,1:05:02.666,-73:29:01.280,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,19.301758972980085,11.217895358103144,-11.1340958508346
45555,887.5,VAST_0127-73,15,1:06:19.896,-72:26:16.730,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,19.02129216273702,11.149610423555412,-11.7805282778155
45555,887.5,VAST_0127-73,16,0:56:05.669,-70:14:05.640,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,18.186115368846963,11.14875052470828,-9.06500291811093
45555,887.5,VAST_0127-73,17,1:08:29.350,-70:20:39.190,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,18.18960231712756,11.241609706752696,-12.868791043791
45555,887.5,VAST_0127-73,18,1:20:58.687,-70:23:56.690,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,18.29474679891621,11.27669825794201,-16.458213973681
45555,887.5,VAST_0127-73,19,1:33:29.930,-70:23:56.690,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,18.40099988489429,11.301807066169069,-20.0654669263322
45555,887.5,VAST_0127-73,20,1:45:59.268,-70:20:39.190,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,18.529971983328743,11.33554638137454,-23.6450649215244
45555,887.5,VAST_0127-73,21,1:58:22.946,-70:14:05.640,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,18.58624725864694,11.366863273978309,-27.095692833795
45555,887.5,VAST_0127-73,22,2:00:03.526,-71:16:35.260,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,18.954984412310942,11.355773361165468,-27.3066349014167
45555,887.5,VAST_0127-73,23,2:01:56.129,-72:18:58.750,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,19.3320099470241,11.34196945899235,-27.592482960647
45555,887.5,VAST_0127-73,24,2:04:03.029,-73:21:16.630,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,19.69083718531416,11.299352263558127,-27.959085027377
45555,887.5,VAST_0127-73,25,2:06:27.094,-74:23:29.220,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,20.118385382790677,11.294050268827007,-28.3983538343074
45555,887.5,VAST_0127-73,26,2:09:12.017,-75:25:36.410,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,20.545435036959663,11.278429430546089,-28.9287974648238
45555,887.5,VAST_0127-73,27,1:52:34.608,-75:34:26.580,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,20.50148185121488,11.265854239160676,-24.4560368957829
45555,887.5,VAST_0127-73,28,1:35:42.715,-75:38:53.480,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,20.399320201508928,11.20884706283022,-20.0115370544321
45555,887.5,VAST_0127-73,29,1:18:45.900,-75:38:53.480,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,20.405028304886688,11.254006757406096,-15.1280542683473
45555,887.5,VAST_0127-73,30,1:01:54.010,-75:34:26.580,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,20.219790107826903,11.097456356972485,-10.4063720914602
45555,887.5,VAST_0127-73,31,0:45:16.598,-75:25:36.410,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,20.13872121597654,11.102004563372784,-5.98009543388234
45555,887.5,VAST_0127-73,32,0:48:01.522,-74:23:29.220,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,19.72982271720823,11.121984831808764,-6.72978844386944
45555,887.5,VAST_0127-73,33,0:50:25.589,-73:21:16.630,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,19.32000862022824,11.125615643375651,-7.41748148462606
45555,887.5,VAST_0127-73,34,0:52:32.486,-72:18:58.750,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,18.907768148242607,11.12084285094558,-7.98207841577429
45555,887.5,VAST_0127-73,35,0:54:25.090,-71:16:35.260,2022-11-14 12:49:19.700,2022-11-14 13:01:26.290,73,18.549485241966757,11.140407992678147,-8.53990112321883
45563,887.5,VAST_0530-68,0,5:24:21.576,-68:08:25.760,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.641153421893225,11.294984741605308,-18.8754173436588
45563,887.5,VAST_0530-68,1,5:35:38.424,-68:08:25.760,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.770894237202796,11.338520422648644,-22.1291918018597
45563,887.5,VAST_0530-68,2,5:24:05.318,-69:11:24.580,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.964994342726367,11.300723154649727,-18.5845993464263
45563,887.5,VAST_0530-68,3,5:35:54.682,-69:11:24.580,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,18.100094015480185,11.345227612663932,-22.0323094051638
45563,887.5,VAST_0530-68,4,5:13:50.054,-67:02:40.560,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.275161997582703,11.303227893867552,-15.8755561712122
45563,887.5,VAST_0530-68,5,5:24:36.310,-67:05:26.230,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.366822463230026,11.328946081962588,-19.0783235735771
45563,887.5,VAST_0530-68,6,5:35:23.690,-67:05:26.230,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.48177502480288,11.3595393586032,-22.3084350066972
45563,887.5,VAST_0530-68,7,5:46:09.946,-67:02:40.560,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.596911794882722,11.385202444881012,-25.4599043601425
45563,887.5,VAST_0530-68,8,5:46:53.966,-68:05:32.640,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.910856545173534,11.379622033912932,-25.4548131008244
45563,887.5,VAST_0530-68,9,5:47:42.528,-69:08:23.140,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,18.2288358521447,11.36244805234848,-25.4809383962975
45563,887.5,VAST_0530-68,10,5:48:36.367,-70:11:13.160,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,18.52525513668942,11.342337721504885,-25.3954093660648
45563,887.5,VAST_0530-68,11,5:36:12.715,-70:14:23.890,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,18.426076069109435,11.318051655603972,-21.907270645671
45563,887.5,VAST_0530-68,12,5:23:47.285,-70:14:23.890,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,18.30650388268003,11.296499935655484,-18.3178403830862
45563,887.5,VAST_0530-68,13,5:11:23.633,-70:11:13.160,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,18.19255735256303,11.260293275649529,-14.7943153352893
45563,887.5,VAST_0530-68,14,5:12:17.472,-69:08:23.140,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.865424988137224,11.27271488499288,-15.1801895575473
45563,887.5,VAST_0530-68,15,5:13:06.034,-68:05:32.640,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.581579960449204,11.295472180736953,-15.5161959877514
45563,887.5,VAST_0530-68,16,5:04:13.483,-65:54:28.550,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,16.92449785025849,11.189298996786924,-13.5391417463688
45563,887.5,VAST_0530-68,17,5:14:30.139,-65:59:45.740,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,16.994537059056626,11.322454979116836,-16.2205061982414
45563,887.5,VAST_0530-68,18,5:24:49.718,-66:02:24.680,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.107975098859466,11.362160572337125,-19.3034635974991
45563,887.5,VAST_0530-68,19,5:35:10.282,-66:02:24.680,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.211716548512697,11.38488821217414,-22.4519267762361
45563,887.5,VAST_0530-68,20,5:45:29.861,-65:59:45.740,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.318188238942124,11.416269062814012,-25.5433252928079
45563,887.5,VAST_0530-68,21,5:55:46.517,-65:54:28.550,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.434126480147487,11.43795826877832,-28.6493438486963
45563,887.5,VAST_0530-68,22,5:56:52.843,-66:57:09.940,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.741762184651694,11.425532668911828,-28.6537297816625
45563,887.5,VAST_0530-68,23,5:58:05.630,-67:59:47.220,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,18.04769865246474,11.399998152782556,-28.7132203116556
45563,887.5,VAST_0530-68,24,5:59:25.865,-69:02:21.300,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,18.29755266470132,11.398210279747415,-28.7101985050104
45563,887.5,VAST_0530-68,25,6:00:54.732,-70:04:53.040,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,18.639156515783508,11.38967136096156,-28.8586452039269
45563,887.5,VAST_0530-68,26,6:02:33.691,-71:07:23.160,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,18.985747509472247,11.374514302268125,-29.0873998154643
45563,887.5,VAST_0530-68,27,5:49:36.386,-71:14:03.880,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,18.916048847138832,11.347268772512953,-25.4647316347797
45563,887.5,VAST_0530-68,28,5:36:32.832,-71:17:24.970,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,18.827973199853314,11.304868478939172,-21.9040423320678
45563,887.5,VAST_0530-68,29,5:23:27.168,-71:17:24.970,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,18.68699402430066,11.291960411219412,-18.1029436998795
45563,887.5,VAST_0530-68,30,5:10:23.614,-71:14:03.880,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,18.53644778260477,11.245857000974675,-14.4061443519249
45563,887.5,VAST_0530-68,31,4:57:26.309,-71:07:23.160,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,18.559645541736767,11.1719293134516,-10.455061246986
45563,887.5,VAST_0530-68,32,4:59:05.268,-70:04:53.040,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,18.16934030823672,11.173259092957595,-11.64225613257
45563,887.5,VAST_0530-68,33,5:00:34.135,-69:02:21.300,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.850030310374983,11.182774608020376,-12.1625705447292
45563,887.5,VAST_0530-68,34,5:01:54.370,-67:59:47.220,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.50600887417007,11.166025735763425,-12.6088790561493
45563,887.5,VAST_0530-68,35,5:03:07.157,-66:57:09.940,2022-11-14 16:44:43.405,2022-11-14 16:56:59.947,74,17.225183927683187,11.190958008185412,-13.0764792643552
45567,887.5,VAST_0709-12,0,7:07:19.582,-12:03:36.610,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.925065030619788,11.930171869500912,8.60557689947231
45567,887.5,VAST_0709-12,1,7:11:37.260,-12:03:36.610,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.9312190032147,12.004275569011236,8.1947506434674
45567,887.5,VAST_0709-12,2,7:07:19.054,-13:06:36.470,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.904901843487911,11.912173733950668,7.15003467094501
45567,887.5,VAST_0709-12,3,7:11:37.788,-13:06:36.470,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.899715816990348,11.958214642513523,6.97980490900254
45567,887.5,VAST_0709-12,4,7:03:03.310,-11:00:20.770,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.9839114152953,11.925202091114196,10.1904031434973
45567,887.5,VAST_0709-12,5,7:07:20.064,-11:00:36.140,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.969392706315288,11.982604874958072,9.30690408177954
45567,887.5,VAST_0709-12,6,7:11:36.778,-11:00:36.140,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.977368760458836,12.055070912966531,8.91719193431337
45567,887.5,VAST_0709-12,7,7:15:53.532,-11:00:20.770,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.98886787806905,12.125135654327376,8.87674024438556
45567,887.5,VAST_0709-12,8,7:15:54.974,-12:03:21.170,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.9539194617474,12.081373805399076,7.74401410413811
45567,887.5,VAST_0709-12,9,7:15:56.561,-13:06:20.950,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.917676470683643,12.038048306338537,6.7075437445557
45567,887.5,VAST_0709-12,10,7:15:58.289,-14:09:21.350,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.896850856063931,12.00418677203832,6.24842214311094
45567,887.5,VAST_0709-12,11,7:11:38.364,-14:09:36.940,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.887742890291292,11.934624403592029,6.76086858568358
45567,887.5,VAST_0709-12,12,7:07:18.478,-14:09:36.940,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.90114526391928,11.893776293645749,7.06863969547803
45567,887.5,VAST_0709-12,13,7:02:58.553,-14:09:21.350,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.900451399842636,11.836005280309548,7.6327088007965
45567,887.5,VAST_0709-12,14,7:03:00.283,-13:06:20.950,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.913434213364548,11.861337799959085,8.06231189277029
45567,887.5,VAST_0709-12,15,7:03:01.867,-12:03:21.170,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.956297720037409,11.899261647676152,8.87793961754189
45567,887.5,VAST_0709-12,16,6:58:48.612,-9:56:47.720,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,13.00182054566094,11.904415588951704,11.7255271278344
45567,887.5,VAST_0709-12,17,7:03:04.615,-9:57:18.430,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,13.011284383964604,11.967031658585627,11.0664247325581
45567,887.5,VAST_0709-12,18,7:07:20.498,-9:57:33.770,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,13.012524452230595,12.029931385478964,10.2766770189907
45567,887.5,VAST_0709-12,19,7:11:36.343,-9:57:33.770,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,13.025376061364051,12.114985138740575,9.39945286318381
45567,887.5,VAST_0709-12,20,7:15:52.229,-9:57:18.430,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,13.015362392283851,12.181958996110309,9.28627026554703
45567,887.5,VAST_0709-12,21,7:20:08.230,-9:56:47.720,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,13.036318770552588,12.28140067430484,8.71325672301976
45567,887.5,VAST_0709-12,22,7:20:10.404,-10:59:49.990,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,13.012814547404531,12.227620414452767,7.98736461300952
45567,887.5,VAST_0709-12,23,7:20:12.809,-12:02:50.280,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.998994875114544,12.192405571252763,7.2675199079421
45567,887.5,VAST_0709-12,24,7:20:15.449,-13:05:49.920,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.960578861193024,12.142541352844296,6.24821332320106
45567,887.5,VAST_0709-12,25,7:20:18.331,-14:08:50.170,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.928562566035623,12.104529123131927,5.46105487427411
45567,887.5,VAST_0709-12,26,7:20:21.461,-15:11:52.300,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.91739621310576,12.08435898174822,4.50120390464435
45567,887.5,VAST_0709-12,27,7:16:00.168,-15:12:23.620,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.915965292374231,12.012257421139608,5.00812966814317
45567,887.5,VAST_0709-12,28,7:11:38.990,-15:12:39.280,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.913209552524473,11.94971895309816,5.67066025945375
45567,887.5,VAST_0709-12,29,7:07:17.851,-15:12:39.280,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.9133502406153,11.892871226260764,5.96280393621658
45567,887.5,VAST_0709-12,30,7:02:56.674,-15:12:23.620,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.878898437447209,11.810089333793195,6.75497270517116
45567,887.5,VAST_0709-12,31,6:58:35.381,-15:11:52.300,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.89805206256684,11.788183295413416,7.77213108155599
45567,887.5,VAST_0709-12,32,6:58:38.510,-14:08:50.170,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.93247239316416,11.824673510402029,8.04033931510405
45567,887.5,VAST_0709-12,33,6:58:41.393,-13:05:49.920,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.95429188226796,11.850293426641343,8.98301131416095
45567,887.5,VAST_0709-12,34,6:58:44.033,-12:02:50.280,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.954413559413592,11.847281020130772,9.7786583244242
45567,887.5,VAST_0709-12,35,6:58:46.438,-10:59:49.990,2022-11-14 18:48:48.458,2022-11-14 19:00:55.048,73,12.990212419824829,11.883507871427136,10.769256289261
45568,887.5,VAST_0734-12,0,7:32:35.371,-12:03:36.610,2022-11-14 19:01:54.767,2022-11-14 19:13:51.403,72,12.947653203867684,12.134001028002624,6.99930817640824
45568,887.5,VAST_0734-12,1,7:36:53.050,-12:03:36.610,2022-11-14 19:01:54.767,2022-11-14 19:13:51.403,72,12.93057319664916,12.207331408738284,6.1888818874036
45568,887.5,VAST_0734-12,2,7:32:34.843,-13:06:36.470,2022-11-14 19:01:54.767,2022-11-14 19:13:51.403,72,12.89758100019624,12.072982491170963,5.93300364662649
45568,887.5,VAST_0734-12,3,7:36:53.578,-13:06:36.470,2022-11-14 19:01:54.767,2022-11-14 19:13:51.403,72,12.902387366551247,12.178643522375053,5.50774901582414
45568,887.5,VAST_0734-12,4,7:28:19.099,-11:00:20.770,2022-11-14 19:01:54.767,2022-11-14 19:13:51.403,72,12.984855331937291,12.113065686858157,8.60416347064184
45568,887.5,VAST_0734-12,5,7:32:35.854,-11:00:36.140,2022-11-14 19:01:54.767,2022-11-14 19:13:51.403,72,12.988998651513851,12.194416892164105,7.93565335374989
45568,887.5,VAST_0734-12,6,7:36:52.567,-11:00:36.140,2022-11-14 19:01:54.767,2022-11-14 19:13:51.403,72,12.986613464204233,12.28077088254198,6.78312640167877
45568,887.5,VAST_0734-12,7,7:41:09.322,-11:00:20.770,2022-11-14 19:01:54.767,2022-11-14 19:13:51.403,72,12.99495337001244,12.37223173676263,7.2581701814296
45568,887.5,VAST_0734-12,8,7:41:10.764,-12:03:21.170,2022-11-14 19:01:54.767,2022-11-14 19:13:51.403,72,12.954341071767528,12.313040519953656,6.29470807377363
45568,887.5,VAST_0734-12,9,7:41:12.348,-13:06:20.950,2022-11-14 19:01:54.767,2022-11-14 19:13:51.403,72,12.915717322228057,12.2602169791647,5.22238123610701
45568,887.5,VAST_0734-12,10,7:41:14.078,-14:09:21.350,2022-11-14 19:01:54.767,2022-11-14 19:13:51.403,72,12.902833212512435,12.22447494102084,4.62875978440174
45568,887.5,VAST_0734-12,11,7:36:54.154,-14:09:36.940,2022-11-14 19:01:54.767,2022-11-14 19:13:51.403,72,12.89070238568364,12.127301615544228,5.03527821143332
