SBID,OBS_FREQ,FIELD_NME,BEM,R_HMS,DEC_DMS,DTEOBS,DTEEND,NINT,BMJ,BMIN,BP
45539,887.5,VAST_1819-18,31,18:08:20.981,-21:28:02.890,2022-11-14 06:29:16.736,2022-11-14 06:41:23.325,73,12.78573749180604,11.476239501255948,10.6405136676103
45539,887.5,VAST_1819-18,32,18:08:25.721,-20:25:01.090,2022-11-14 06:29:16.736,2022-11-14 06:41:23.325,73,12.798878523596963,11.497642603472304,11.0478997357125
45539,887.5,VAST_1819-18,33,18:08:30.168,-19:22:01.130,2022-11-14 06:29:16.736,2022-11-14 06:41:23.325,73,12.808022209349437,11.51461630197414,11.5258546408376
45539,887.5,VAST_1819-18,34,18:08:34.334,-18:19:01.740,2022-11-14 06:29:16.736,2022-11-14 06:41:23.325,73,12.786807479049395,11.499862033530288,11.9425694376613
45539,887.5,VAST_1819-18,35,18:08:38.232,-17:16:01.670,2022-11-14 06:29:16.736,2022-11-14 06:41:23.325,73,12.80789904645781,11.522080944649655,12.2644364137549
45540,887.5,VAST_1831-12,0,18:29:25.898,-12:03:36.610,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.951172576248084,11.668183827033529,13.466691385915
45540,887.5,VAST_1831-12,1,18:33:43.574,-12:03:36.610,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.93525950635062,11.684014671215447,12.8623944114427
45540,887.5,VAST_1831-12,2,18:29:25.370,-13:06:36.470,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.912430905308195,11.636881697004696,12.9599263399767
45540,887.5,VAST_1831-12,3,18:33:44.102,-13:06:36.470,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.895222829143211,11.649482607395484,12.1124872468683
45540,887.5,VAST_1831-12,4,18:25:09.624,-11:00:20.770,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.977943334824024,11.667014050010472,14.810525851314
45540,887.5,VAST_1831-12,5,18:29:26.378,-11:00:36.140,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.97293138645102,11.685283635529368,14.130161261437
45540,887.5,VAST_1831-12,6,18:33:43.094,-11:00:36.140,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.96725923379592,11.709193891385556,13.5307495937641
45540,887.5,VAST_1831-12,7,18:37:59.846,-11:00:20.770,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.966156053496649,11.7392454278766,12.9608879989385
45540,887.5,VAST_1831-12,8,18:38:01.291,-12:03:21.170,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.93336961878589,11.713431817615032,12.154953882791
45540,887.5,VAST_1831-12,9,18:38:02.875,-13:06:20.950,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.915412227483625,11.69608540196178,11.3413333275618
45540,887.5,VAST_1831-12,10,18:38:04.603,-14:09:21.350,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.877092651156516,11.661902548130197,10.7307111439046
45540,887.5,VAST_1831-12,11,18:33:44.678,-14:09:36.940,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.876798787109568,11.63032829653212,11.5677886246368
45540,887.5,VAST_1831-12,12,18:29:24.792,-14:09:36.940,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.874389826506372,11.60296313574096,12.3877768901788
45540,887.5,VAST_1831-12,13,18:25:04.867,-14:09:21.350,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.87719746537205,11.588850357590628,13.2332765428148
45540,887.5,VAST_1831-12,14,18:25:06.598,-13:06:20.950,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.91356873238644,11.617377249237949,13.7572825965212
45540,887.5,VAST_1831-12,15,18:25:08.182,-12:03:21.170,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.97820368907856,11.671236624988223,14.2052226644961
45540,887.5,VAST_1831-12,16,18:20:54.926,-9:56:47.720,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,13.018547532153852,11.691106659990684,16.2758868125709
45540,887.5,VAST_1831-12,17,18:25:10.930,-9:57:18.430,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,13.012019148306456,11.701033765760233,15.5686440042682
45540,887.5,VAST_1831-12,18,18:29:26.813,-9:57:33.770,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,13.011374751525432,11.71895444265276,14.8331042269096
45540,887.5,VAST_1831-12,19,18:33:42.658,-9:57:33.770,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,13.02325219435554,11.754565737466825,14.1802611557587
45540,887.5,VAST_1831-12,20,18:37:58.543,-9:57:18.430,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,13.001333952837852,11.7719543320659,13.6121118149378
45540,887.5,VAST_1831-12,21,18:42:14.544,-9:56:47.720,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,13.008291748017085,11.82233629591913,12.8940421452861
45540,887.5,VAST_1831-12,22,18:42:16.718,-10:59:49.990,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.984957677194956,11.795294880670715,12.2324094818261
45540,887.5,VAST_1831-12,23,18:42:19.123,-12:02:50.280,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.973240715022827,11.784988305027577,11.3995822864243
45540,887.5,VAST_1831-12,24,18:42:21.763,-13:05:49.920,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.941471350242864,11.755626084676909,10.5714143438771
45540,887.5,VAST_1831-12,25,18:42:24.646,-14:08:50.170,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.907909352900663,11.725225221742596,9.92326861562548
45540,887.5,VAST_1831-12,26,18:42:27.778,-15:11:52.300,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.886322691738204,11.70268493063731,9.19198174250229
45540,887.5,VAST_1831-12,27,18:38:06.482,-15:12:23.620,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.890955549973825,11.673409903292232,9.92706431029783
45540,887.5,VAST_1831-12,28,18:33:45.305,-15:12:39.280,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.892012977816432,11.645859970995048,10.7232971869328
45540,887.5,VAST_1831-12,29,18:29:24.168,-15:12:39.280,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.889911009581208,11.61966979191492,11.6827190939983
45540,887.5,VAST_1831-12,30,18:25:02.990,-15:12:23.620,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.87904854962095,11.589014934908676,12.5707564508377
45540,887.5,VAST_1831-12,31,18:20:41.695,-15:11:52.300,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.90882551336136,11.60194151903634,13.4523418271722
45540,887.5,VAST_1831-12,32,18:20:44.825,-14:08:50.170,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.920045359492224,11.608021411556004,14.0383405393256
45540,887.5,VAST_1831-12,33,18:20:47.707,-13:05:49.920,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.952200551652936,11.633620820358024,14.5467859947005
45540,887.5,VAST_1831-12,34,18:20:50.350,-12:02:50.280,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.950217609961284,11.630148424038,15.1047949800984
45540,887.5,VAST_1831-12,35,18:20:52.754,-10:59:49.990,2022-11-14 06:43:12.811,2022-11-14 06:55:19.401,73,12.98944100313504,11.657290120749469,15.5902333381177
45541,887.5,VAST_1806-12,0,18:04:10.109,-12:03:36.610,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.989430638731692,11.594784752769383,21.7053670827772
45541,887.5,VAST_1806-12,1,18:08:27.785,-12:03:36.610,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.989221901474725,11.590905592247436,20.8615595295156
45541,887.5,VAST_1806-12,2,18:04:09.581,-13:06:36.470,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.95356847385726,11.558383566573708,21.7499239967815
45541,887.5,VAST_1806-12,3,18:08:28.313,-13:06:36.470,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.951105119116416,11.559257315909065,20.5123736045879
45541,887.5,VAST_1806-12,4,17:59:53.837,-11:00:20.770,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.047570144891756,11.64572761052214,23.5375637868086
45541,887.5,VAST_1806-12,5,18:04:10.589,-11:00:36.140,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.0317615667494,11.630523914019683,22.2522125779656
45541,887.5,VAST_1806-12,6,18:08:27.305,-11:00:36.140,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.015885200620543,11.620407352699475,21.1534499446382
45541,887.5,VAST_1806-12,7,18:12:44.059,-11:00:20.770,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.005524178508068,11.612909091354192,20.1382593922117
45541,887.5,VAST_1806-12,8,18:12:45.502,-12:03:21.170,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.982282335581075,11.592991023302591,19.7584078554319
45541,887.5,VAST_1806-12,9,18:12:47.086,-13:06:20.950,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.939059651810725,11.555022569082263,19.510618252078
45541,887.5,VAST_1806-12,10,18:12:48.816,-14:09:21.350,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.91827503848158,11.527341534226837,19.2798623760185
45541,887.5,VAST_1806-12,11,18:08:28.891,-14:09:36.940,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.925030651338313,11.532071969335837,20.3672791302721
45541,887.5,VAST_1806-12,12,18:04:09.005,-14:09:36.940,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.934883328656184,11.534068971891683,21.6461099179117
45541,887.5,VAST_1806-12,13,17:59:49.078,-14:09:21.350,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.952651164823116,11.554672939796232,22.8664713876623
45541,887.5,VAST_1806-12,14,17:59:50.808,-13:06:20.950,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.964072764303324,11.566685531878417,23.1285861089269
45541,887.5,VAST_1806-12,15,17:59:52.392,-12:03:21.170,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.046852101728383,11.639977926077052,23.1584195024431
45541,887.5,VAST_1806-12,16,17:55:39.139,-9:56:47.720,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.088817763943904,11.696002312007376,25.3458745049386
45541,887.5,VAST_1806-12,17,17:59:55.140,-9:57:18.430,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.081917543418944,11.682710005997484,23.9809292957724
45541,887.5,VAST_1806-12,18,18:04:11.026,-9:57:33.770,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.074745862754469,11.66985817660098,22.6950055797161
45541,887.5,VAST_1806-12,19,18:08:26.870,-9:57:33.770,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.057412274483983,11.652187501615067,21.6328514461144
45541,887.5,VAST_1806-12,20,18:12:42.754,-9:57:18.430,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.04098393023378,11.643620382252324,20.6588321728634
45541,887.5,VAST_1806-12,21,18:16:58.757,-9:56:47.720,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.06154073126348,11.671651337069411,19.7398385945867
45541,887.5,VAST_1806-12,22,18:17:00.929,-10:59:49.990,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.038964490724409,11.64914403581142,19.2390460118108
45541,887.5,VAST_1806-12,23,18:17:03.334,-12:02:50.280,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.0163028407982,11.628196675754724,18.8944740925544
45541,887.5,VAST_1806-12,24,18:17:05.976,-13:05:49.920,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.977130483685224,11.593637186736023,18.5763435740357
45541,887.5,VAST_1806-12,25,18:17:08.858,-14:08:50.170,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.961713103093656,11.58118620523578,18.1280176023094
45541,887.5,VAST_1806-12,26,18:17:11.988,-15:11:52.300,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.942838793986956,11.56585155846408,17.7133095390909
45541,887.5,VAST_1806-12,27,18:12:50.693,-15:12:23.620,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.952868045011488,11.562246933765696,18.9141708455485
45541,887.5,VAST_1806-12,28,18:08:29.515,-15:12:39.280,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.951983281588632,11.548403841866651,20.2013825641661
45541,887.5,VAST_1806-12,29,18:04:08.378,-15:12:39.280,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.958817803947936,11.55228818816063,21.4026693136086
45541,887.5,VAST_1806-12,30,17:59:47.201,-15:12:23.620,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.961232948383524,11.55741509632914,22.4900022820189
45541,887.5,VAST_1806-12,31,17:55:25.906,-15:11:52.300,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,12.997695962016396,11.593794704393124,23.7223422962677
45541,887.5,VAST_1806-12,32,17:55:29.035,-14:08:50.170,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.01095905332652,11.606476072951404,24.1185509506554
45541,887.5,VAST_1806-12,33,17:55:31.918,-13:05:49.920,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.02583108542786,11.621417968793772,24.4867623914409
45541,887.5,VAST_1806-12,34,17:55:34.560,-12:02:50.280,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.038258732792588,11.639313375640633,24.7094920543454
45541,887.5,VAST_1806-12,35,17:55:36.965,-10:59:49.990,2022-11-14 06:57:58.653,2022-11-14 07:10:15.196,74,13.07252608486092,11.671121030657796,24.9632977668419
45542,887.5,VAST_1753-18,0,17:51:14.537,-18:20:12.550,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.970656303392593,11.596047981647905,28.9983762186061
45542,887.5,VAST_1753-18,1,17:55:40.006,-18:20:12.550,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.948731175394908,11.539559914672427,27.9403013148703
45542,887.5,VAST_1753-18,2,17:51:13.704,-19:23:12.370,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.97152671278554,11.566459130309855,29.0017541583559
45542,887.5,VAST_1753-18,3,17:55:40.841,-19:23:12.370,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.91956292592586,11.49334019490438,27.7945780663535
45542,887.5,VAST_1753-18,4,17:46:51.372,-17:16:48.650,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,13.0040788884192,11.611443278854331,31.6361859373627
45542,887.5,VAST_1753-18,5,17:51:15.317,-17:17:12.080,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.988848337656192,11.591631574763436,29.7790087313373
45542,887.5,VAST_1753-18,6,17:55:39.228,-17:17:12.080,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.97780256427779,11.574489910256244,28.1774536543753
45542,887.5,VAST_1753-18,7,18:00:03.173,-17:16:48.650,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.962070785412756,11.553725081239849,26.6678712895011
45542,887.5,VAST_1753-18,8,18:00:05.510,-18:19:48.970,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.948893555138856,11.53549978690626,26.3168701170346
45542,887.5,VAST_1753-18,9,18:00:08.011,-19:22:48.650,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.922890993655631,11.498253143045147,26.0910109817053
45542,887.5,VAST_1753-18,10,18:00:10.680,-20:25:48.940,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.914772154755877,11.475582655902157,25.8577368667686
45542,887.5,VAST_1753-18,11,17:55:41.731,-20:26:12.840,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.93850836545364,11.498131243665036,27.3751898839439
45542,887.5,VAST_1753-18,12,17:51:12.814,-20:26:12.840,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.970161980444376,11.537598501431676,28.8562531606151
45542,887.5,VAST_1753-18,13,17:46:43.865,-20:25:48.940,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.98253942764154,11.5630417533276,30.7585046204182
45542,887.5,VAST_1753-18,14,17:46:46.534,-19:22:48.650,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.998605260713724,11.585275226990028,30.8498387135804
45542,887.5,VAST_1753-18,15,17:46:49.034,-18:19:48.970,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,13.039901510753989,11.649273928103591,31.0481575510137
45542,887.5,VAST_1753-18,16,17:42:30.955,-16:12:59.650,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,13.057315775459676,11.6922670739568,33.699447780896
45542,887.5,VAST_1753-18,17,17:46:53.551,-16:13:46.380,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,13.028650226365391,11.65582525737726,31.8711040595646
45542,887.5,VAST_1753-18,18,17:51:16.044,-16:14:09.740,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,13.0124714514975,11.623866341898744,30.1362976965495
45542,887.5,VAST_1753-18,19,17:55:38.501,-16:14:09.740,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,13.020142295686933,11.62806621679566,28.379136300224
45542,887.5,VAST_1753-18,20,18:00:00.991,-16:13:46.380,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.988120273722863,11.583039997937844,27.1067313317896
45542,887.5,VAST_1753-18,21,18:04:23.590,-16:12:59.650,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.98832268709538,11.579814895383,25.5946645225174
45542,887.5,VAST_1753-18,22,18:04:27.221,-17:16:01.670,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.965133873530448,11.555196784064783,25.2958687262698
45542,887.5,VAST_1753-18,23,18:04:31.118,-18:19:01.740,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.97196404659108,11.547522087054588,24.9873865270792
45542,887.5,VAST_1753-18,24,18:04:35.285,-19:22:01.130,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.958958391961607,11.525772132949248,24.7107403471315
45542,887.5,VAST_1753-18,25,18:04:39.732,-20:25:01.090,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.953125307783449,11.509278254306928,24.3899305018069
45542,887.5,VAST_1753-18,26,18:04:44.472,-21:28:02.890,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.94021223874648,11.481705719894844,24.0714402584386
45542,887.5,VAST_1753-18,27,18:00:13.524,-21:28:51.100,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.963298388174351,11.5028071009065,25.5182180183352
45542,887.5,VAST_1753-18,28,17:55:42.679,-21:29:15.180,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.986203426027418,11.52710323047342,27.0382774895615
45542,887.5,VAST_1753-18,29,17:51:11.866,-21:29:15.180,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,13.005782109211031,11.548473810119676,28.6460512390181
45542,887.5,VAST_1753-18,30,17:46:41.021,-21:28:51.100,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,12.978624365324496,11.5275335304528,30.4307664237113
45542,887.5,VAST_1753-18,31,17:42:10.073,-21:28:02.890,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,13.038548144241744,11.586720007663452,32.1620614379682
45542,887.5,VAST_1753-18,32,17:42:14.810,-20:25:01.090,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,13.034167313335056,11.604984267196656,32.4011537959244
45542,887.5,VAST_1753-18,33,17:42:19.260,-19:22:01.130,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,13.050591020128728,11.657858708492029,32.3867119768066
45542,887.5,VAST_1753-18,34,17:42:23.426,-18:19:01.740,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,13.034767775610456,11.639605969035324,32.8998845447048
45542,887.5,VAST_1753-18,35,17:42:27.322,-17:16:01.670,2022-11-14 07:13:34.262,2022-11-14 07:25:40.851,73,13.044603678445585,11.658492094928004,33.3720335225856
45543,887.5,VAST_1739-25,0,17:37:18.782,-24:36:13.280,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.152389546402963,11.595456651414672,38.705468986022
45543,887.5,VAST_1739-25,1,17:41:55.934,-24:36:13.280,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.109174991654696,11.557441908107135,36.8174422720013
45543,887.5,VAST_1739-25,2,17:37:17.585,-25:39:13.070,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.162853369102544,11.561975721826128,38.4007152514579
45543,887.5,VAST_1739-25,3,17:41:57.132,-25:39:13.070,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.129444076182883,11.543376283953588,36.3641194004405
45543,887.5,VAST_1739-25,4,17:32:44.993,-23:32:40.740,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.193592120908027,11.653719670527444,41.3680065923242
45543,887.5,VAST_1739-25,5,17:37:19.913,-23:33:12.820,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.14106491575592,11.617300686646548,39.2140883919977
45543,887.5,VAST_1739-25,6,17:41:54.804,-23:33:12.820,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.09703939566254,11.581617868529005,37.233035776397
45543,887.5,VAST_1739-25,7,17:46:29.724,-23:32:40.740,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.05920436695748,11.548788367452552,35.2206895936037
45543,887.5,VAST_1739-25,8,17:46:33.115,-24:35:40.920,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.066303716977796,11.524430144260764,34.9347572658493
45543,887.5,VAST_1739-25,9,17:46:36.703,-25:38:40.450,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.098075812268805,11.529298483206157,34.4553216635431
45543,887.5,VAST_1739-25,10,17:46:40.498,-26:41:40.560,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.100431520122669,11.490610570232365,34.2123121198367
45543,887.5,VAST_1739-25,11,17:41:58.397,-26:42:13.540,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.11566198722704,11.489608925478793,36.2563026160592
45543,887.5,VAST_1739-25,12,17:37:16.320,-26:42:13.540,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.186814379594011,11.545291684618633,38.1486928213577
45543,887.5,VAST_1739-25,13,17:32:34.219,-26:41:40.560,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.239124505443476,11.57640933567366,40.2737738305166
45543,887.5,VAST_1739-25,14,17:32:38.014,-25:38:40.450,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.203138743494632,11.579567875913268,40.6715117668911
45543,887.5,VAST_1739-25,15,17:32:41.602,-24:35:40.920,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.226207622531984,11.643392075460373,40.8556864086514
45543,887.5,VAST_1739-25,16,17:28:15.326,-22:28:34.820,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.238959989143016,11.710791365531076,44.1263159235513
45543,887.5,VAST_1739-25,17,17:32:48.194,-22:29:38.620,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.194690169324788,11.6885212717014,41.827512608486
45543,887.5,VAST_1739-25,18,17:37:20.978,-22:30:10.480,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.14455304723804,11.647488908960389,39.5451667394754
45543,887.5,VAST_1739-25,19,17:41:53.736,-22:30:10.480,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.10314021430238,11.616424878881196,37.5248222198632
45543,887.5,VAST_1739-25,20,17:46:26.522,-22:29:38.620,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.05922964550498,11.581693707775104,35.5913491671216
45543,887.5,VAST_1739-25,21,17:50:59.390,-22:28:34.820,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.06087849836018,11.58860662898922,33.6819205160491
45543,887.5,VAST_1739-25,22,17:51:04.723,-23:31:36.480,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.060494506905847,11.553914363920992,33.3502933277753
45543,887.5,VAST_1739-25,23,17:51:10.373,-24:34:36.160,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.081761070184053,11.541200123394145,33.0425253768714
45543,887.5,VAST_1739-25,24,17:51:16.351,-25:37:35.150,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.09931167377215,11.527643045796587,32.6138617827014
45543,887.5,VAST_1739-25,25,17:51:22.675,-26:40:34.640,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.1086825593507,11.503385814380112,32.2952584224982
45543,887.5,VAST_1739-25,26,17:51:29.359,-27:43:36.010,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.11593065400682,11.47308568645752,31.9610031627204
45543,887.5,VAST_1739-25,27,17:46:44.508,-27:44:42.580,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.160974862719511,11.503714172377247,33.8361632866087
45543,887.5,VAST_1739-25,28,17:41:59.734,-27:45:15.880,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.201577999988228,11.528368856860176,35.7861157765537
45543,887.5,VAST_1739-25,29,17:37:14.983,-27:45:15.880,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.228264468966357,11.531269121583636,37.8612538666312
45543,887.5,VAST_1739-25,30,17:32:30.206,-27:44:42.580,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.266858817924236,11.5595099509536,39.874647393528
45543,887.5,VAST_1739-25,31,17:27:45.358,-27:43:36.010,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.345517784734712,11.609004730900068,41.955793539316
45543,887.5,VAST_1739-25,32,17:27:52.042,-26:40:34.640,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.323923753032153,11.628976083720804,42.4164289172835
45543,887.5,VAST_1739-25,33,17:27:58.363,-25:37:35.150,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.290335270914104,11.632195497841092,42.7328646739164
45543,887.5,VAST_1739-25,34,17:28:04.344,-24:34:36.160,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.2257313486486,11.60548788359808,43.3503439548034
45543,887.5,VAST_1739-25,35,17:28:09.994,-23:31:36.480,2022-11-14 07:26:50.524,2022-11-14 07:38:47.160,72,13.24890873374832,11.677101154720308,43.6316959563339
45544,887.5,VAST_1752-31,0,17:50:29.693,-30:51:39.600,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.293535517597304,11.450442654981035,37.3457060952252
45544,887.5,VAST_1752-31,1,17:55:23.246,-30:51:39.600,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.263387048730044,11.4500610356346,35.3241396510426
45544,887.5,VAST_1752-31,2,17:50:28.044,-31:54:39.380,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.350128870766744,11.452267385306207,36.9218824212252
45544,887.5,VAST_1752-31,3,17:55:24.898,-31:54:39.380,2022-11-14 07:41:26.413,2022-11-14 07:53:42.955,74,13.300796747627244,11.432997702367272,34.951321664172
