SBID,OBS_FREQ,FIELD_NAME,BEAM,RA_HMS,DEC_DMS,DATEOBS,DATEEND,NINT,BMAJ,BMIN,BPA
10335,864.5,VAST_1739-25A,0,17:37:18.420,-24:36:13.027,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,40.66025924682617,9.787663459777832,-72.52759552001953
10335,864.5,VAST_1739-25A,1,17:41:55.576,-24:36:13.027,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,38.71834182739258,9.782759666442873,-73.48745727539062
10335,864.5,VAST_1739-25A,2,17:37:17.227,-25:39:12.853,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,40.65904998779297,9.858296394348145,-72.78968048095703
10335,864.5,VAST_1739-25A,3,17:41:56.770,-25:39:12.853,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,38.43053817749024,9.786969184875488,-73.987548828125
10335,864.5,VAST_1739-25A,4,17:32:44.634,-23:32:40.490,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,42.384910583496094,9.687195777893066,-71.5152816772461
10335,864.5,VAST_1739-25A,5,17:37:19.556,-23:33:12.597,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,40.16719055175781,10.751227378845217,-73.3363265991211
10335,864.5,VAST_1739-25A,6,17:41:54.448,-23:33:12.597,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,38.862884521484375,9.80492115020752,-72.9267807006836
10335,864.5,VAST_1739-25A,7,17:46:29.363,-23:32:40.490,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,37.34138488769531,9.831316947937012,-73.71549987792969
10335,864.5,VAST_1739-25A,8,17:46:32.754,-24:35:40.672,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,37.16072845458984,9.777717590332031,-74.32421112060547
10335,864.5,VAST_1739-25A,9,17:46:36.343,-25:38:40.203,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,36.93890380859375,9.799979209899902,-74.80989074707031
10335,864.5,VAST_1739-25A,10,17:46:40.137,-26:41:40.337,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,36.81904602050781,9.788288116455078,-75.13265228271484
10335,864.5,VAST_1739-25A,11,17:41:58.037,-26:42:13.282,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,38.24345397949219,9.763347625732422,-74.51481628417969
10335,864.5,VAST_1739-25A,12,17:37:15.959,-26:42:13.282,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,40.02228927612305,10.67055606842041,-75.9531021118164
10335,864.5,VAST_1739-25A,13,17:32:33.860,-26:41:40.337,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,41.76407241821289,9.659139633178713,-72.79449462890625
10335,864.5,VAST_1739-25A,14,17:32:37.654,-25:38:40.203,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,41.91209030151367,9.74055290222168,-72.41073608398438
10335,864.5,VAST_1739-25A,15,17:32:41.243,-24:35:40.672,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,42.24395751953125,9.71609878540039,-71.99095153808594
10335,864.5,VAST_1739-25A,16,17:28:14.971,-22:28:34.568,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,44.65995407104492,9.616910934448242,-70.49693298339844
10335,864.5,VAST_1739-25A,17,17:32:47.834,-22:29:38.357,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,42.62273788452149,9.672313690185549,-71.0179443359375
10335,864.5,VAST_1739-25A,18,17:37:20.618,-22:30:10.217,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,40.24567794799805,10.736860275268556,-72.65093994140625
10335,864.5,VAST_1739-25A,19,17:41:53.379,-22:30:10.217,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,39.61343002319336,9.831265449523926,-71.98908996582031
10335,864.5,VAST_1739-25A,20,17:46:26.162,-22:29:38.357,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,37.44002532958984,9.84453582763672,-73.13380432128906
10335,864.5,VAST_1739-25A,21,17:50:59.033,-22:28:34.568,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,36.16565704345703,9.875743865966797,-73.64521789550781
10335,864.5,VAST_1739-25A,22,17:51:04.365,-23:31:36.261,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,36.1412353515625,9.862637519836426,-74.26778411865234
10335,864.5,VAST_1739-25A,23,17:51:10.012,-24:34:35.942,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,35.59135055541992,10.812630653381348,-77.04418182373047
10335,864.5,VAST_1739-25A,24,17:51:15.996,-25:37:34.903,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,34.86993408203125,10.737815856933594,-77.3027114868164
10335,864.5,VAST_1739-25A,25,17:51:22.317,-26:40:34.433,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,35.22576904296875,10.79839038848877,-78.35160064697266
10335,864.5,VAST_1739-25A,26,17:51:28.997,-27:43:35.762,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,34.66569519042969,9.785579681396484,-76.35372161865234
10335,864.5,VAST_1739-25A,27,17:46:44.150,-27:44:42.319,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,36.118106842041016,9.803543090820312,-75.5438461303711
10335,864.5,VAST_1739-25A,28,17:41:59.377,-27:45:15.621,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,37.560150146484375,9.800641059875488,-74.88475799560547
10335,864.5,VAST_1739-25A,29,17:37:14.626,-27:45:15.621,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,39.0991325378418,9.653657913208008,-74.09635162353516
10335,864.5,VAST_1739-25A,30,17:32:29.846,-27:44:42.319,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,41.16741561889648,9.673540115356444,-73.18440246582031
10335,864.5,VAST_1739-25A,31,17:27:45.000,-27:43:35.762,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,43.10344314575195,9.695867538452148,-72.48768615722656
10335,864.5,VAST_1739-25A,32,17:27:51.687,-26:40:34.433,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,43.57638168334961,9.72234058380127,-72.06145477294922
10335,864.5,VAST_1739-25A,33,17:27:58.008,-25:37:34.903,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,43.946022033691406,9.667120933532717,-71.70166778564453
10335,864.5,VAST_1739-25A,34,17:28:03.984,-24:34:35.942,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,44.06386947631836,9.593055725097656,-71.2408218383789
10335,864.5,VAST_1739-25A,35,17:28:09.639,-23:31:36.261,2019-10-29 12:34:02.450,2019-10-29 12:46:18.993,74,44.29389190673828,9.625161170959473,-70.95083618164062
10335,864.5,VAST_1753-18A,0,17:51:14.268,-18:20:12.122,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,41.49201202392578,9.742916107177734,-69.84736633300781
10335,864.5,VAST_1753-18A,1,17:55:39.734,-18:20:12.122,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,39.832786560058594,9.770331382751465,-70.25419616699219
10335,864.5,VAST_1753-18A,2,17:51:13.433,-19:23:11.940,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,41.05586624145508,9.73216438293457,-70.38801574707031
10335,864.5,VAST_1753-18A,3,17:55:40.569,-19:23:11.940,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,39.44562530517578,9.783195495605469,-70.80500030517578
10335,864.5,VAST_1753-18A,4,17:46:51.101,-17:16:48.222,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,44.12708282470703,9.712750434875488,-68.92765045166016
10335,864.5,VAST_1753-18A,5,17:51:15.044,-17:17:11.692,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,41.14569091796875,10.741554260253906,-70.04138946533203
10335,864.5,VAST_1753-18A,6,17:55:38.958,-17:17:11.692,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,40.33443832397461,9.801397323608398,-69.68407440185547
10335,864.5,VAST_1753-18A,7,18:00:02.900,-17:16:48.222,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,38.43759536743164,9.83445930480957,-70.26709747314453
10335,864.5,VAST_1753-18A,8,18:00:05.237,-18:19:48.542,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,38.505027770996094,9.848969459533691,-70.606689453125
10335,864.5,VAST_1753-18A,9,18:00:07.742,-19:22:48.217,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,38.12015914916992,9.846256256103516,-71.18609619140625
10335,864.5,VAST_1753-18A,10,18:00:10.408,-20:25:48.502,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,37.20380401611328,9.81974983215332,-72.27266693115234
10335,864.5,VAST_1753-18A,11,17:55:41.455,-20:26:12.411,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,39.548126220703125,9.82095718383789,-71.10865020751953
10335,864.5,VAST_1753-18A,12,17:51:12.539,-20:26:12.411,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,39.979759216308594,10.711495399475098,-71.81866455078125
10335,864.5,VAST_1753-18A,13,17:46:43.594,-20:25:48.502,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,42.55296325683594,9.575788497924805,-70.34435272216797
10335,864.5,VAST_1753-18A,14,17:46:46.260,-19:22:48.217,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,43.21407699584961,9.694269180297852,-69.7501220703125
10335,864.5,VAST_1753-18A,15,17:46:48.765,-18:19:48.542,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,43.802581787109375,9.720748901367188,-69.23152160644531
10335,864.5,VAST_1753-18A,16,17:42:30.681,-16:12:59.219,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,47.86225891113281,9.65321159362793,-67.9454116821289
10335,864.5,VAST_1753-18A,17,17:46:53.276,-16:13:45.952,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,44.8624382019043,9.700343132019045,-68.47505950927734
10335,864.5,VAST_1753-18A,18,17:51:15.769,-16:14:09.312,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,41.6894645690918,10.70755386352539,-69.42286682128906
10335,864.5,VAST_1753-18A,19,17:55:38.232,-16:14:09.312,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,40.4814453125,9.801048278808594,-69.38190460205078
10335,864.5,VAST_1753-18A,20,18:00:00.718,-16:13:45.952,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,38.8869743347168,9.8427734375,-69.68824005126953
10335,864.5,VAST_1753-18A,21,18:04:23.313,-16:12:59.219,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,37.61702728271485,9.881470680236816,-70.01627349853516
10335,864.5,VAST_1753-18A,22,18:04:26.953,-17:16:01.242,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,37.22678756713867,9.89747142791748,-70.58092498779297
10335,864.5,VAST_1753-18A,23,18:04:30.842,-18:19:01.308,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,35.613643646240234,10.905162811279297,-72.69239044189453
10335,864.5,VAST_1753-18A,24,18:04:35.010,-19:22:00.701,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,34.84022903442383,10.79616641998291,-73.08041381835938
10335,864.5,VAST_1753-18A,25,18:04:39.463,-20:25:00.657,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,35.258811950683594,10.945404052734377,-74.21333312988281
10335,864.5,VAST_1753-18A,26,18:04:44.202,-21:28:02.460,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,35.753780364990234,9.879847526550291,-73.30441284179688
10335,864.5,VAST_1753-18A,27,18:00:13.250,-21:28:50.663,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,37.05220413208008,9.84727954864502,-72.8344497680664
10335,864.5,VAST_1753-18A,28,17:55:42.407,-21:29:14.778,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,39.213844299316406,9.84688949584961,-71.6337890625
10335,864.5,VAST_1753-18A,29,17:51:11.594,-21:29:14.778,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,40.242183685302734,9.670371055603027,-71.1993408203125
10335,864.5,VAST_1753-18A,30,17:46:40.745,-21:28:50.663,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,42.07482147216797,9.547320365905762,-70.85289001464844
10335,864.5,VAST_1753-18A,31,17:42:09.800,-21:28:02.460,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,44.24884414672852,9.613283157348633,-70.27915954589844
10335,864.5,VAST_1753-18A,32,17:42:14.539,-20:25:00.657,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,44.82550430297852,9.62632656097412,-69.79837036132812
10335,864.5,VAST_1753-18A,33,17:42:18.992,-19:22:00.701,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,45.37294006347656,9.653541564941406,-69.30425262451172
10335,864.5,VAST_1753-18A,34,17:42:23.152,-18:19:01.308,2019-10-29 12:46:18.993,2019-10-29 12:59:05.396,77,45.76360702514648,9.565396308898926,-68.82283020019531
