SBID,OBS_FREQ,FIELD_NAME,BEAM,RA_HMS,DEC_DMS,DATEOBS,DATEEND,NINT,BMAJ,BMIN,BPA
11195,887.5,VAST_0241-06A,0,2:39:16.363,-5:46:28.129,2020-01-11 11:27:23.222,2020-01-11 11:39:29.812,73,17.50312042236328,10.96739101409912,-71.35432434082031
11195,887.5,VAST_0241-06A,1,2:43:29.638,-5:46:28.129,2020-01-11 11:27:23.222,2020-01-11 11:39:29.812,73,17.307729721069336,10.829095840454102,-70.85960388183594
11195,887.5,VAST_0241-06A,2,2:39:16.106,-6:49:27.950,2020-01-11 11:27:23.222,2020-01-11 11:39:29.812,73,17.35177230834961,10.949145317077637,-71.14474487304688
11195,887.5,VAST_0241-06A,3,2:43:29.894,-6:49:27.950,2020-01-11 11:27:23.222,2020-01-11 11:39:29.812,73,17.348037719726562,10.959919929504396,-71.38611602783203
11195,887.5,VAST_0241-06A,4,2:35:03.686,-4:43:20.030,2020-01-11 11:27:23.222,2020-01-11 11:39:29.812,73,17.740558624267578,11.023643493652344,-71.48201751708984
11195,887.5,VAST_0241-06A,5,2:39:16.577,-4:43:27.660,2020-01-11 11:27:23.222,2020-01-11 11:39:29.812,73,17.69063949584961,11.00749397277832,-71.64868927001953
11195,887.5,VAST_0241-06A,6,2:43:29.424,-4:43:27.660,2020-01-11 11:27:23.222,2020-01-11 11:39:29.812,73,17.68763542175293,11.015775680541992,-71.87185668945312
11195,887.5,VAST_0241-06A,7,2:47:42.314,-4:43:20.030,2020-01-11 11:27:23.222,2020-01-11 11:39:29.812,73,17.670530319213867,11.019953727722168,-72.09579467773438
11195,887.5,VAST_0241-06A,8,2:47:42.953,-5:46:20.501,2020-01-11 11:27:23.222,2020-01-11 11:39:29.812,73,17.49805450439453,10.989702224731444,-71.82245635986328
11195,887.5,VAST_0241-06A,9,2:47:43.723,-6:49:20.319,2020-01-11 11:27:23.222,2020-01-11 11:39:29.812,73,17.341588973999023,10.959588050842283,-71.57640838623047
11195,887.5,VAST_0241-06A,10,2:47:44.623,-7:52:20.749,2020-01-11 11:27:23.222,2020-01-11 11:39:29.812,73,17.202285766601562,10.939990043640137,-71.3420181274414
11195,887.5,VAST_0241-06A,11,2:43:30.194,-7:52:28.450,2020-01-11 11:27:23.222,2020-01-11 11:39:29.812,73,17.20207977294922,10.92999267578125,-71.11128234863281
11195,887.5,VAST_0241-06A,12,2:39:15.806,-7:52:28.450,2020-01-11 11:27:23.222,2020-01-11 11:39:29.812,73,17.203243255615234,10.933412551879885,-70.85340118408203
11195,887.5,VAST_0241-06A,13,2:35:01.375,-7:52:20.749,2020-01-11 11:27:23.222,2020-01-11 11:39:29.812,73,17.050703048706055,10.842893600463867,-71.36909484863281
11195,887.5,VAST_0241-06A,14,2:35:02.278,-6:49:20.319,2020-01-11 11:27:23.222,2020-01-11 11:39:29.812,73,17.37301254272461,10.969442367553713,-70.89181518554688
11195,887.5,VAST_0241-06A,15,2:35:03.046,-5:46:20.501,2020-01-11 11:27:23.222,2020-01-11 11:39:29.812,73,17.53148078918457,10.983205795288086,-71.12842559814453
