SBID,OBS_FREQ,FIELD_NAME,BEAM,RA_HMS,DEC_DMS,DATEOBS,DATEEND,NINT,BMAJ,BMIN,BPA
10323,887.5,VAST_0012+00A,0,0:10:19.001,+0:31:29.930,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.907684326171877,11.34149932861328,74.43051147460938
10323,887.5,VAST_0012+00A,1,0:14:31.001,+0:31:29.930,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.82245635986328,11.343842506408691,74.26933288574219
10323,887.5,VAST_0012+00A,2,0:10:19.001,-0:31:29.930,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.724143028259276,11.29234790802002,74.56766510009766
10323,887.5,VAST_0012+00A,3,0:14:31.001,-0:31:29.930,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.64829158782959,11.290836334228516,74.55998992919922
10323,887.5,VAST_0012+00A,4,0:06:06.830,+1:34:30.400,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.99513053894043,11.432303428649902,73.22260284423828
10323,887.5,VAST_0012+00A,5,0:10:18.958,+1:34:30.400,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,14.064629554748535,12.113460540771484,42.859619140625
10323,887.5,VAST_0012+00A,6,0:14:31.042,+1:34:30.400,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.836196899414062,11.453363418579102,72.97981262207031
10323,887.5,VAST_0012+00A,7,0:18:43.169,+1:34:30.400,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.78907871246338,11.443461418151855,73.45443725585938
10323,887.5,VAST_0012+00A,8,0:18:43.042,+0:31:29.930,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.747926712036133,11.35443115234375,74.37138366699219
10323,887.5,VAST_0012+00A,9,0:18:43.042,-0:31:29.930,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.584585189819336,11.320775985717772,74.5562744140625
10323,887.5,VAST_0012+00A,10,0:18:43.169,-1:34:30.400,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.352581977844238,11.31734848022461,73.89370727539062
10323,887.5,VAST_0012+00A,11,0:14:31.042,-1:34:30.400,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.412056922912598,11.30886459350586,74.11898040771484
10323,887.5,VAST_0012+00A,12,0:10:18.958,-1:34:30.400,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.596314430236816,11.963580131530762,40.19367599487305
10323,887.5,VAST_0012+00A,13,0:06:06.830,-1:34:30.400,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.47229290008545,11.12620449066162,74.46692657470703
10323,887.5,VAST_0012+00A,14,0:06:06.958,-0:31:29.930,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.806011199951172,11.27976417541504,74.64249420166016
10323,887.5,VAST_0012+00A,15,0:06:06.958,+0:31:29.930,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,14.010368347167969,11.346303939819336,74.65082550048828
10323,887.5,VAST_0012+00A,16,0:01:54.151,+2:37:32.770,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,14.134979248046877,11.572601318359377,71.8996353149414
10323,887.5,VAST_0012+00A,17,0:06:06.576,+2:37:32.770,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,14.028306007385254,11.560295104980469,71.90750885009766
10323,887.5,VAST_0012+00A,18,0:10:18.874,+2:37:32.770,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,14.178176879882812,12.144373893737791,40.42760467529297
10323,887.5,VAST_0012+00A,19,0:14:31.128,+2:37:32.770,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.87101936340332,11.558066368103027,71.7379150390625
10323,887.5,VAST_0012+00A,20,0:18:43.423,+2:37:32.770,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.787734031677246,11.55163288116455,71.69564819335938
10323,887.5,VAST_0012+00A,21,0:22:55.848,+2:37:32.770,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.726279258728027,11.546528816223145,71.54541778564453
10323,887.5,VAST_0012+00A,22,0:22:55.423,+1:34:30.400,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.709381103515623,11.451460838317873,73.41758728027344
10323,887.5,VAST_0012+00A,23,0:22:55.212,+0:31:29.930,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.691475868225098,12.114768028259276,41.74504470825195
10323,887.5,VAST_0012+00A,24,0:22:55.212,-0:31:29.930,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.3355131149292,12.104839324951172,39.88279342651367
10323,887.5,VAST_0012+00A,25,0:22:55.423,-1:34:30.400,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.446998596191406,11.998900413513184,35.947166442871094
10323,887.5,VAST_0012+00A,26,0:22:55.848,-2:37:32.770,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.124464988708496,11.312333106994627,73.10985565185547
10323,887.5,VAST_0012+00A,27,0:18:43.423,-2:37:32.770,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.172410011291504,11.309430122375488,73.37821960449219
10323,887.5,VAST_0012+00A,28,0:14:31.128,-2:37:32.770,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.207350730895996,11.30202865600586,73.67671966552734
10323,887.5,VAST_0012+00A,29,0:10:18.874,-2:37:32.770,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.127640724182127,11.160789489746094,74.29085540771484
10323,887.5,VAST_0012+00A,30,0:06:06.576,-2:37:32.770,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.24876308441162,11.118998527526855,74.19677734375
10323,887.5,VAST_0012+00A,31,0:01:54.151,-2:37:32.770,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.397974014282228,11.264060020446776,74.27477264404297
10323,887.5,VAST_0012+00A,32,0:01:54.576,-1:34:30.400,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.616564750671388,11.274871826171877,74.63835906982422
10323,887.5,VAST_0012+00A,33,0:01:54.787,-0:31:29.930,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.899091720581056,11.274999618530272,74.82247161865234
10323,887.5,VAST_0012+00A,34,0:01:54.787,+0:31:29.930,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,13.954426765441896,11.21259307861328,75.04835510253906
10323,887.5,VAST_0012+00A,35,0:01:54.576,+1:34:30.400,2019-10-28 14:13:59.854,2019-10-28 14:26:16.397,74,14.116816520690918,11.427210807800291,73.34770202636719
10323,887.5,VAST_0012-06A,0,0:10:18.362,-5:46:28.129,2019-10-28 14:01:43.312,2019-10-28 14:13:59.854,74,12.781596183776855,11.268095970153809,72.28843688964844
10323,887.5,VAST_0012-06A,1,0:14:31.637,-5:46:28.129,2019-10-28 14:01:43.312,2019-10-28 14:13:59.854,74,12.748568534851074,11.251238822937012,72.12741088867188
10323,887.5,VAST_0012-06A,2,0:10:18.106,-6:49:27.950,2019-10-28 14:01:43.312,2019-10-28 14:13:59.854,74,12.699219703674316,11.239046096801758,72.13825988769531
10323,887.5,VAST_0012-06A,3,0:14:31.894,-6:49:27.950,2019-10-28 14:01:43.312,2019-10-28 14:13:59.854,74,12.680404663085938,11.245773315429688,71.99539184570312
