SBID,OBS_FREQ,FIELD_NAME,BEAM,RA_HMS,DEC_DMS,DATEOBS,DATEEND,NINT,BMAJ,BMIN,BPA
79412,887.5,VAST_1531-06,0,15:28:55.430,-5:46:27.841,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.82713508605957,11.20435619354248,75.12242889404297
79412,887.5,VAST_1531-06,1,15:33:08.705,-5:46:27.841,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.86601734161377,11.239130973815918,75.95149993896484
79412,887.5,VAST_1531-06,2,15:28:55.173,-6:49:27.701,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.898430824279783,12.041529655456545,15.906214714050291
79412,887.5,VAST_1531-06,3,15:33:08.961,-6:49:27.701,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,13.010363578796388,11.369073867797852,76.51844024658203
79412,887.5,VAST_1531-06,4,15:24:42.755,-4:43:19.739,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.994379997253418,11.343351364135742,76.24307250976562
79412,887.5,VAST_1531-06,5,15:28:55.646,-4:43:27.370,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.951951026916504,11.270563125610352,75.10836791992188
79412,887.5,VAST_1531-06,6,15:33:08.492,-4:43:27.370,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,13.007948875427246,11.299595832824709,79.1211166381836
79412,887.5,VAST_1531-06,7,15:37:21.383,-4:43:19.739,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,13.220190048217772,11.402475357055664,78.42347717285156
79412,887.5,VAST_1531-06,8,15:37:22.020,-5:46:20.210,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.821288108825684,11.158757209777832,78.46593475341797
79412,887.5,VAST_1531-06,9,15:37:22.789,-6:49:20.029,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.814403533935549,11.17516803741455,78.64451599121094
79412,887.5,VAST_1531-06,10,15:37:23.694,-7:52:20.500,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.900962829589844,11.219141006469728,76.229248046875
79412,887.5,VAST_1531-06,11,15:33:09.261,-7:52:28.160,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.751001358032228,11.215112686157228,73.92406463623047
79412,887.5,VAST_1531-06,12,15:28:54.873,-7:52:28.160,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.788869857788086,11.298283576965332,75.1385269165039
79412,887.5,VAST_1531-06,13,15:24:40.444,-7:52:20.500,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.73733139038086,11.288372993469238,74.5345458984375
79412,887.5,VAST_1531-06,14,15:24:41.345,-6:49:20.029,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.813322067260742,11.314091682434082,74.95841217041016
79412,887.5,VAST_1531-06,15,15:24:42.114,-5:46:20.210,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.651521682739258,11.091734886169434,72.9170150756836
79412,887.5,VAST_1531-06,16,15:20:30.590,-3:40:02.100,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.886344909667969,11.160056114196776,77.14282989501953
79412,887.5,VAST_1531-06,17,15:24:43.264,-3:40:17.360,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.812804222106934,11.1393461227417,77.82550048828125
79412,887.5,VAST_1531-06,18,15:28:55.814,-3:40:25.000,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.90666675567627,11.151558876037598,75.6053695678711
79412,887.5,VAST_1531-06,19,15:33:08.324,-3:40:25.000,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,13.091190338134766,11.267558097839355,77.93115234375
79412,887.5,VAST_1531-06,20,15:37:20.874,-3:40:17.360,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,13.35269546508789,11.42297077178955,79.49784088134766
79412,887.5,VAST_1531-06,21,15:41:33.549,-3:40:02.100,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,13.09478759765625,11.08582878112793,78.4007339477539
79412,887.5,VAST_1531-06,22,15:41:34.398,-4:43:04.480,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,13.073675155639648,11.161691665649414,78.90036010742188
79412,887.5,VAST_1531-06,23,15:41:35.460,-5:46:04.910,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,13.169671058654783,11.28062629699707,77.94813537597656
79412,887.5,VAST_1531-06,24,15:41:36.746,-6:49:04.731,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,13.06561279296875,11.255841255187988,77.42294311523438
79412,887.5,VAST_1531-06,25,15:41:38.247,-7:52:05.119,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.76101016998291,11.013598442077637,78.206787109375
79412,887.5,VAST_1531-06,26,15:41:39.972,-8:55:07.431,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.81918716430664,11.08811092376709,76.5732192993164
79412,887.5,VAST_1531-06,27,15:37:24.727,-8:55:22.839,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.770635604858398,11.198424339294434,76.52421569824219
79412,887.5,VAST_1531-06,28,15:33:09.606,-8:55:30.540,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.642293930053713,11.078462600708008,73.16896057128906
79412,887.5,VAST_1531-06,29,15:28:54.529,-8:55:30.540,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.622601509094238,11.179880142211914,72.900146484375
79412,887.5,VAST_1531-06,30,15:24:39.412,-8:55:22.839,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.641315460205078,11.149682998657228,73.9920654296875
79412,887.5,VAST_1531-06,31,15:20:24.166,-8:55:07.431,2025-11-25 02:30:43.366,2025-11-25 02:42:49.956,73,12.54122543334961,11.132107734680176,73.91924285888672
