SBID,OBS_FREQ,FIELD_NAME,BEAM,RA_HMS,DEC_DMS,DATEOBS,DATEEND,NINT,BMAJ,BMIN,BPA
65492,887.5,VAST_1555+06,0,15:53:44.832,+6:49:11.100,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,13.976644020571872,12.562230787030945,-63.6521931358199
65492,887.5,VAST_1555+06,1,15:57:58.618,+6:49:11.100,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,13.864057049574432,12.624496800832189,-66.7624386098643
65492,887.5,VAST_1555+06,2,15:53:45.089,+5:46:11.240,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,13.95931952778552,12.493596136375729,-72.435911842692
65492,887.5,VAST_1555+06,3,15:57:58.361,+5:46:11.240,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,13.916980731888431,12.568355308853532,-78.3432523543492
65492,887.5,VAST_1555+06,4,15:49:30.103,+7:52:03.900,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,14.255113381077996,12.50360827400934,-53.6419848709129
65492,887.5,VAST_1555+06,5,15:53:44.532,+7:52:11.570,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,14.07618198868014,12.568948935107688,-54.3284585163315
65492,887.5,VAST_1555+06,6,15:57:58.918,+7:52:11.570,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,13.94065764113166,12.640674749164631,-55.2222631029622
65492,887.5,VAST_1555+06,7,16:02:13.344,+7:52:03.900,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,13.810795680594888,12.721815447678756,-56.6181403262361
65492,887.5,VAST_1555+06,8,16:02:12.444,+6:49:03.430,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,13.741297770952476,12.673678547708784,-69.5733874854152
65492,887.5,VAST_1555+06,9,16:02:11.674,+5:46:03.610,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,13.7216786429043,12.463707385453285,-82.3730909088486
65492,887.5,VAST_1555+06,10,16:02:11.035,+4:43:03.140,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,13.947996383232049,12.399179306241168,-88.764183373325
65492,887.5,VAST_1555+06,11,15:57:58.147,+4:43:10.780,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,13.97446278145182,12.4106761198701,-84.7111997464771
65492,887.5,VAST_1555+06,12,15:53:45.300,+4:43:10.780,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,14.015391366450096,12.399794064779329,-80.8182245440159
65492,887.5,VAST_1555+06,13,15:49:32.412,+4:43:03.140,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,14.026938538992948,12.314202407105869,-78.9155782052553
65492,887.5,VAST_1555+06,14,15:49:31.774,+5:46:03.610,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,14.064432132089518,12.45760490233296,-69.4080399549342
65492,887.5,VAST_1555+06,15,15:49:31.006,+6:49:03.430,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,14.115701759056703,12.50243979859296,-61.3379543112484
65492,887.5,VAST_1555+06,16,15:45:13.829,+8:54:50.830,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,14.593745269335708,12.43424611779462,-48.0506656511359
65492,887.5,VAST_1555+06,17,15:49:29.071,+8:55:06.240,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,14.429713348260863,12.483317646816769,-47.6668614763632
65492,887.5,VAST_1555+06,18,15:53:44.186,+8:55:13.940,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,14.28248960435412,12.545420195688948,-47.2814354398242
65492,887.5,VAST_1555+06,19,15:57:59.261,+8:55:13.940,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,14.140764080822628,12.608960262542102,-46.8896892386161
65492,887.5,VAST_1555+06,20,16:02:14.378,+8:55:06.240,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,13.980327293842093,12.6885284801298,-46.5438594044436
65492,887.5,VAST_1555+06,21,16:06:29.618,+8:54:50.830,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,13.838272097535288,12.764165709013524,-46.4018616018306
65492,887.5,VAST_1555+06,22,16:06:27.895,+7:51:48.530,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,13.6726353089883,12.789801487462212,-59.2151204788026
65492,887.5,VAST_1555+06,23,16:06:26.395,+6:48:48.130,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,13.648791622381417,12.718561432821696,-74.5438068495396
65492,887.5,VAST_1555+06,24,16:06:25.114,+5:45:48.350,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,13.758267608518212,12.5628393180159,-85.8728474776342
65492,887.5,VAST_1555+06,25,16:06:24.048,+4:42:47.880,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,13.88195022746707,12.281305663531368,86.3888370666017
65492,887.5,VAST_1555+06,26,16:06:23.201,+3:39:45.540,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,14.051095503872508,12.053701064559888,83.4365608618604
65492,887.5,VAST_1555+06,27,16:02:10.526,+3:40:00.770,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,14.064378744558022,12.10298869728,85.835510452216
65492,887.5,VAST_1555+06,28,15:57:57.977,+3:40:08.400,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,14.142031196864616,12.246625470945563,89.3341580952327
65492,887.5,VAST_1555+06,29,15:53:45.470,+3:40:08.400,2024-09-02 10:38:03.559,2024-09-02 10:50:20.102,74,14.156153817181128,12.259286085580632,-87.3825543443813
