SBID,OBS_FREQ,FIELD_NAME,BEAM,RA_HMS,DEC_DMS,DATEOBS,DATEEND,NINT,BMAJ,BMIN,BPA
11451,864.5,VAST_0216-06A,0,02:14:26.362,-05:46:28.13,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.544587,11.28601,79.331178
11451,864.5,VAST_0216-06A,1,02:18:39.638,-05:46:28.13,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.437645,11.168914,79.170367
11451,864.5,VAST_0216-06A,2,02:14:26.107,-06:49:27.95,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.856071,11.707842,21.451321
11451,864.5,VAST_0216-06A,3,02:18:39.893,-06:49:27.95,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.390335,11.15819,78.747453
11451,864.5,VAST_0216-06A,4,02:10:13.685,-04:43:20.03,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.82586,11.41381,78.545788
11451,864.5,VAST_0216-06A,5,02:14:26.575,-04:43:27.66,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,13.106051,11.928471,24.407464
11451,864.5,VAST_0216-06A,6,02:18:39.425,-04:43:27.66,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.782936,11.417122,78.057405
11451,864.5,VAST_0216-06A,7,02:22:52.315,-04:43:20.03,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.772994,11.434175,77.946503
11451,864.5,VAST_0216-06A,8,02:22:52.954,-05:46:20.5,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.696822,11.417185,78.056724
11451,864.5,VAST_0216-06A,9,02:22:53.724,-06:49:20.32,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.613794,11.396795,78.152952
11451,864.5,VAST_0216-06A,10,02:22:54.624,-07:52:20.75,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.962531,11.821043,18.334864
11451,864.5,VAST_0216-06A,11,02:18:40.195,-07:52:28.45,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.541115,11.359666,78.293464
11451,864.5,VAST_0216-06A,12,02:14:25.805,-07:52:28.45,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.551385,11.354756,78.382943
11451,864.5,VAST_0216-06A,13,02:10:11.376,-07:52:20.75,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.557948,11.338979,78.499178
11451,864.5,VAST_0216-06A,14,02:10:12.276,-06:49:20.32,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.636666,11.364578,78.464699
11451,864.5,VAST_0216-06A,15,02:10:13.046,-05:46:20.5,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.718976,11.381941,78.323787
11451,864.5,VAST_0216-06A,16,02:06:01.522,-03:40:02.39,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.965897,11.409624,78.524607
11451,864.5,VAST_0216-06A,17,02:10:14.196,-03:40:17.65,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.939037,11.427502,78.219574
11451,864.5,VAST_0216-06A,18,02:14:26.746,-03:40:25.28,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,13.163725,11.98291,26.187028
11451,864.5,VAST_0216-06A,19,02:18:39.254,-03:40:25.28,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.891508,11.441689,78.152817
11451,864.5,VAST_0216-06A,20,02:22:51.804,-03:40:17.65,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.884969,11.448905,78.219452
11451,864.5,VAST_0216-06A,21,02:27:04.478,-03:40:02.39,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.694252,11.419792,74.170891
11451,864.5,VAST_0216-06A,22,02:27:05.33,-04:43:04.76,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.601138,11.407814,73.48796
11451,864.5,VAST_0216-06A,23,02:27:06.394,-05:46:05.2,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,13.044663,11.924999,19.160186
11451,864.5,VAST_0216-06A,24,02:27:07.678,-06:49:04.98,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.840452,11.749255,17.900931
11451,864.5,VAST_0216-06A,25,02:27:09.178,-07:52:05.41,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.294633,11.149189,79.443501
11451,864.5,VAST_0216-06A,26,02:27:10.903,-08:55:07.72,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.322351,11.243951,79.989118
11451,864.5,VAST_0216-06A,27,02:22:55.658,-08:55:23.12,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.334977,11.25167,79.727766
11451,864.5,VAST_0216-06A,28,02:18:40.538,-08:55:30.83,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.240495,11.116447,79.400032
11451,864.5,VAST_0216-06A,29,02:14:25.462,-08:55:30.83,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.38759,11.209391,78.325911
11451,864.5,VAST_0216-06A,30,02:10:10.342,-08:55:23.12,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.505044,11.318534,78.580459
11451,864.5,VAST_0216-06A,31,02:05:55.097,-08:55:07.72,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.390732,11.163782,80.137244
11451,864.5,VAST_0216-06A,32,02:05:56.822,-07:52:05.41,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.587288,11.331779,78.805429
11451,864.5,VAST_0216-06A,33,02:05:58.322,-06:49:04.98,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.530091,11.212898,80.134473
11451,864.5,VAST_0216-06A,34,02:05:59.606,-05:46:05.2,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.645021,11.258286,78.821253
11451,864.5,VAST_0216-06A,35,02:06:00.67,-04:43:04.76,2020-01-18 10:41:41.757,2020-01-18 10:53:38.393,73,12.850767,11.391886,78.591352
11452,864.5,VAST_0216+00A,0,02:14:27,+00:31:29.93,2020-01-18 10:56:37.553,2020-01-18 11:08:34.189,73,13.698179,11.334003,78.273967
