field,centre-ra,centre-dec
RACS_1939+32,294.8275833333,32.6090666667
RACS_2004+32,301.0344791667,32.6090666667
RACS_2028+32,307.2413791667,32.6090666667
RACS_2053+32,313.448275,32.6090666667
RACS_2118+32,319.6551708333,32.6090666667
RACS_2143+32,325.8620666667,32.6090666667
RACS_2208+32,332.0689625,32.6090666667
RACS_2233+32,338.2758583333,32.6090666667
RACS_2257+32,344.4827583333,32.6090666667
RACS_2322+32,350.6896541667,32.6090666667
RACS_2347+32,356.89655,32.6090666667
RACS_0012+32,3.1034458333,32.6090666667
RACS_0037+32,9.3103416667,32.6090666667
RACS_0102+32,15.5172375,32.6090666667
RACS_0126+32,21.7241375,32.6090666667
RACS_0151+32,27.9310333333,32.6090666667
RACS_0216+32,34.1379291667,32.6090666667
RACS_0241+32,40.344825,32.6090666667
RACS_0306+32,46.5517208333,32.6090666667
RACS_0331+32,52.7586166667,32.6090666667
RACS_0355+32,58.9655166667,32.6090666667
RACS_0420+32,65.1724125,32.6090666667
RACS_0445+32,71.3793083333,32.6090666667
RACS_0510+32,77.5862041667,32.6090666667
RACS_0535+32,83.7931,32.6090666667
RACS_0600+32,90,32.6090666667
RACS_0624+32,96.2068958333,32.6090666667
RACS_0649+32,102.4137916667,32.6090666667
RACS_0714+32,108.6206875,32.6090666667
RACS_0739+32,114.8275833333,32.6090666667
RACS_0804+32,121.0344791667,32.6090666667
RACS_0828+32,127.2413791667,32.6090666667
RACS_0853+32,133.448275,32.6090666667
RACS_0918+32,139.6551708333,32.6090666667
RACS_0943+32,145.8620666667,32.6090666667
RACS_1008+32,152.0689625,32.6090666667
RACS_1033+32,158.2758583333,32.6090666667
RACS_1057+32,164.4827583333,32.6090666667
RACS_1122+32,170.6896541667,32.6090666667
RACS_1147+32,176.89655,32.6090666667
RACS_1213+37,183.272725,37.2459361111
RACS_1239+37,189.8181791667,37.2459361111
RACS_1305+37,196.3636333333,37.2459361111
RACS_1331+37,202.9090875,37.2459361111
RACS_1357+37,209.4545416667,37.2459361111
RACS_1424+37,216,37.2459361111
RACS_1450+37,222.5454541667,37.2459361111
RACS_1516+37,229.0909083333,37.2459361111
RACS_1542+37,235.6363625,37.2459361111
RACS_1608+37,242.1818166667,37.2459361111
RACS_1634+37,248.7272708333,37.2459361111
RACS_1701+37,255.272725,37.2459361111
RACS_1727+37,261.8181791667,37.2459361111
RACS_1753+37,268.3636333333,37.2459361111
RACS_1819+37,274.9090875,37.2459361111
RACS_1845+37,281.4545416667,37.2459361111
RACS_1912+37,288,37.2459361111
RACS_1938+37,294.5454541667,37.2459361111
RACS_2004+37,301.0909083333,37.2459361111
RACS_2030+37,307.6363625,37.2459361111
RACS_2056+37,314.1818166667,37.2459361111
RACS_2122+37,320.7272708333,37.2459361111
RACS_2149+37,327.272725,37.2459361111
RACS_2149+37,327.272725,37.2459361111
RACS_2215+37,333.8181791667,37.2459361111
RACS_2241+37,340.3636333333,37.2459361111
RACS_2307+37,346.9090875,37.2459361111
RACS_2333+37,353.4545416667,37.2459361111
RACS_0000+37,0,37.2459361111
RACS_0026+37,6.5454541667,37.2459361111
RACS_0052+37,13.0909083333,37.2459361111
RACS_0118+37,19.6363625,37.2459361111
RACS_0144+37,26.1818166667,37.2459361111
RACS_0210+37,32.7272708333,37.2459361111
RACS_0237+37,39.272725,37.2459361111
RACS_0303+37,45.8181791667,37.2459361111
RACS_0329+37,52.3636333333,37.2459361111
RACS_0355+37,58.9090875,37.2459361111
RACS_0421+37,65.4545416667,37.2459361111
RACS_0448+37,72,37.2459361111
RACS_0514+37,78.5454541667,37.2459361111
RACS_0540+37,85.0909083333,37.2459361111
RACS_0606+37,91.6363625,37.2459361111
RACS_0632+37,98.1818166667,37.2459361111
RACS_0658+37,104.7272708333,37.2459361111
RACS_0725+37,111.272725,37.2459361111
RACS_0751+37,117.8181791667,37.2459361111
RACS_0817+37,124.3636333333,37.2459361111
RACS_0843+37,130.9090875,37.2459361111
RACS_0909+37,137.4545416667,37.2459361111
RACS_0936+37,144,37.2459361111
RACS_1002+37,150.5454541667,37.2459361111
RACS_1028+37,157.0909083333,37.2459361111
RACS_1054+37,163.6363625,37.2459361111
RACS_1120+37,170.1818166667,37.2459361111
RACS_1146+37,176.7272708333,37.2459361111
RACS_1213+41,183.4615375,41.8763583333
RACS_1241+41,190.3846125,41.8763583333
RACS_1309+41,197.3076916667,41.8763583333
RACS_1336+41,204.2307666667,41.8763583333
RACS_1404+41,211.1538458333,41.8763583333
RACS_1432+41,218.0769208333,41.8763583333
RACS_1459+41,225,41.8763583333
RACS_1527+41,231.923075,41.8763583333
RACS_1555+41,238.84615,41.8763583333
RACS_1623+41,245.7692291667,41.8763583333
RACS_1650+41,252.6923041667,41.8763583333
RACS_1718+41,259.6153833333,41.8763583333
RACS_1746+41,266.5384583333,41.8763583333
RACS_1813+41,273.4615375,41.8763583333
RACS_1841+41,280.3846125,41.8763583333
RACS_1909+41,287.3076916667,41.8763583333
RACS_1936+41,294.2307666667,41.8763583333
RACS_2004+41,301.1538458333,41.8763583333
RACS_2032+41,308.0769208333,41.8763583333
RACS_2059+41,315,41.8763583333
RACS_2127+41,321.923075,41.8763583333
RACS_2155+41,328.84615,41.8763583333
RACS_2223+41,335.7692291667,41.8763583333
RACS_2250+41,342.6923041667,41.8763583333
RACS_2318+41,349.6153833333,41.8763583333
RACS_2346+41,356.5384583333,41.8763583333
RACS_0013+41,3.4615375,41.8763583333
RACS_0041+41,10.3846125,41.8763583333
RACS_0109+41,17.3076916667,41.8763583333
RACS_0136+41,24.2307666667,41.8763583333
RACS_0204+41,31.1538458333,41.8763583333
RACS_0232+41,38.0769208333,41.8763583333
RACS_0259+41,45,41.8763583333
RACS_0327+41,51.923075,41.8763583333
RACS_0355+41,58.84615,41.8763583333
RACS_0423+41,65.7692291667,41.8763583333
RACS_0450+41,72.6923041667,41.8763583333
RACS_0518+41,79.6153833333,41.8763583333
RACS_0546+41,86.5384583333,41.8763583333
RACS_0613+41,93.4615375,41.8763583333
RACS_0641+41,100.3846125,41.8763583333
RACS_0709+41,107.3076916667,41.8763583333
RACS_0736+41,114.2307666667,41.8763583333
RACS_0804+41,121.1538458333,41.8763583333
RACS_0832+41,128.0769208333,41.8763583333
RACS_0859+41,135,41.8763583333
RACS_0927+41,141.923075,41.8763583333
RACS_0955+41,148.84615,41.8763583333
RACS_1023+41,155.7692291667,41.8763583333
RACS_1050+41,162.6923041667,41.8763583333
RACS_1118+41,169.6153833333,41.8763583333
RACS_1146+41,176.5384583333,41.8763583333
RACS_1215+46,183.75,46.5004102778
RACS_1215+46,183.75,46.5004102778
RACS_1245+46,191.25,46.5004102778
RACS_1245+46,191.25,46.5004102778
RACS_1315+46,198.75,46.5004102778
RACS_1315+46,198.75,46.5004102778
RACS_1345+46,206.25,46.5004102778
RACS_1345+46,206.25,46.5004102778
RACS_1415+46,213.75,46.5004102778
RACS_1415+46,213.75,46.5004102778
RACS_1444+46,221.25,46.5004102778
RACS_1444+46,221.25,46.5004102778
RACS_1514+46,228.75,46.5004102778
RACS_1514+46,228.75,46.5004102778
RACS_1544+46,236.25,46.5004102778
RACS_1544+46,236.25,46.5004102778
RACS_1614+46,243.75,46.5004102778
RACS_1614+46,243.75,46.5004102778
RACS_1644+46,251.25,46.5004102778
RACS_1714+46,258.75,46.5004102778
RACS_1714+46,258.75,46.5004102778
RACS_1744+46,266.25,46.5004102778
RACS_1744+46,266.25,46.5004102778
RACS_1814+46,273.75,46.5004102778
RACS_1814+46,273.75,46.5004102778
RACS_1844+46,281.25,46.5004102778
RACS_1844+46,281.25,46.5004102778
RACS_1844+46,281.25,46.5004102778
RACS_1914+46,288.75,46.5004102778
RACS_1914+46,288.75,46.5004102778
RACS_1944+46,296.25,46.5004102778
RACS_1944+46,296.25,46.5004102778
RACS_2014+46,303.75,46.5004102778
RACS_2014+46,303.75,46.5004102778
RACS_2044+46,311.25,46.5004102778
RACS_2044+46,311.25,46.5004102778
RACS_2114+46,318.75,46.5004102778
RACS_2114+46,318.75,46.5004102778
RACS_2144+46,326.25,46.5004102778
RACS_2144+46,326.25,46.5004102778
RACS_2214+46,333.75,46.5004102778
RACS_2214+46,333.75,46.5004102778
RACS_2244+46,341.25,46.5004102778
RACS_2244+46,341.25,46.5004102778
RACS_2314+46,348.75,46.5004102778
RACS_2314+46,348.75,46.5004102778
RACS_2344+46,356.25,46.5004102778
RACS_2344+46,356.25,46.5004102778
RACS_0014+46,3.75,46.5004102778
RACS_0014+46,3.75,46.5004102778
RACS_0044+46,11.25,46.5004102778
RACS_0044+46,11.25,46.5004102778
RACS_0114+46,18.75,46.5004102778
RACS_0114+46,18.75,46.5004102778
RACS_0114+46,18.75,46.5004102778
RACS_0144+46,26.25,46.5004102778
RACS_0144+46,26.25,46.5004102778
RACS_0214+46,33.75,46.5004102778
RACS_0214+46,33.75,46.5004102778
RACS_0244+46,41.25,46.5004102778
RACS_0244+46,41.25,46.5004102778
RACS_0314+46,48.75,46.5004102778
RACS_0314+46,48.75,46.5004102778
RACS_0344+46,56.25,46.5004102778
RACS_0344+46,56.25,46.5004102778
RACS_0414+46,63.75,46.5004102778
RACS_0414+46,63.75,46.5004102778
RACS_0414+46,63.75,46.5004102778
RACS_0444+46,71.25,46.5004102778
RACS_0444+46,71.25,46.5004102778
RACS_0514+46,78.75,46.5004102778
RACS_0514+46,78.75,46.5004102778
RACS_0544+46,86.25,46.5004102778
RACS_0544+46,86.25,46.5004102778
RACS_0614+46,93.75,46.5004102778
RACS_0614+46,93.75,46.5004102778
RACS_0644+46,101.25,46.5004102778
RACS_0644+46,101.25,46.5004102778
RACS_0714+46,108.75,46.5004102778
RACS_0714+46,108.75,46.5004102778
RACS_0744+46,116.25,46.5004102778
RACS_0744+46,116.25,46.5004102778
RACS_0814+46,123.75,46.5004102778
RACS_0814+46,123.75,46.5004102778
RACS_0844+46,131.25,46.5004102778
RACS_0844+46,131.25,46.5004102778
RACS_0914+46,138.75,46.5004102778
RACS_0914+46,138.75,46.5004102778
RACS_0944+46,146.25,46.5004102778
RACS_0944+46,146.25,46.5004102778
RACS_1014+46,153.75,46.5004102778
RACS_1014+46,153.75,46.5004102778
RACS_1044+46,161.25,46.5004102778
RACS_1044+46,161.25,46.5004102778
RACS_1114+46,168.75,46.5004102778
RACS_1114+46,168.75,46.5004102778
RACS_1144+46,176.25,46.5004102778
RACS_1144+46,176.25,46.5004102778
