SBID,OBS_FREQ,FIELD_NAME,BEAM,RA_HMS,DEC_DMS,DATEOBS,DATEEND,BMAJ,BMIN,BPA
8586,864.5,RACS_2037+12A,8,20:44:21.816,+13:06:04.3898,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.94,12.81,-78.9
8586,864.5,RACS_2037+12A,9,20:44:20.232,+12:03:04.6102,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,15.85,13.1,-29.0
8586,864.5,RACS_2037+12A,10,20:44:18.79,+11:00:04.18,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.86,11.79,-80.3
8586,864.5,RACS_2037+12A,11,20:40:02.04,+11:00:19.58,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.88,11.75,-79.6
8586,864.5,RACS_2037+12A,12,20:35:45.329,+11:00:19.58,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.92,11.55,-77.7
8586,864.5,RACS_2037+12A,13,20:31:28.579,+11:00:04.18,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.96,11.51,-77.2
8586,864.5,RACS_2037+12A,14,20:31:27.137,+12:03:04.6102,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.88,11.9,-78.8
8586,864.5,RACS_2037+12A,15,20:31:25.553,+13:06:04.3898,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.8,12.26,-80.8
8586,864.5,RACS_2037+12A,16,20:27:00.658,+15:11:35.74,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.8,13.38,-76.5
8586,864.5,RACS_2037+12A,17,20:31:21.946,+15:12:07.06,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.59,12.85,-88.0
8586,864.5,RACS_2037+12A,18,20:35:43.118,+15:12:22.72,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.58,13.06,-89.9
8586,864.5,RACS_2037+12A,19,20:40:04.25,+15:12:22.72,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.8,13.39,-86.6
8586,864.5,RACS_2037+12A,20,20:44:25.421,+15:12:07.06,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,16.53,13.29,-10.5
8586,864.5,RACS_2037+12A,21,20:48:46.711,+15:11:35.74,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.59,12.77,83.8
8586,864.5,RACS_2037+12A,22,20:48:43.582,+14:08:33.6098,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.73,12.76,89.3
8586,864.5,RACS_2037+12A,23,20:48:40.699,+13:05:33.36,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,15.95,13.41,-21.5
8586,864.5,RACS_2037+12A,24,20:48:38.062,+12:02:33.72,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,16.14,13.18,-31.9
8586,864.5,RACS_2037+12A,25,20:48:35.657,+10:59:33.4298,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.88,11.68,-79.8
8586,864.5,RACS_2037+12A,26,20:48:33.485,+09:56:31.16,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,15.05,11.69,-75.3
8586,864.5,RACS_2037+12A,27,20:44:17.486,+09:57:01.8698,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.95,11.47,-78.1
8586,864.5,RACS_2037+12A,28,20:40:01.606,+09:57:17.2102,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.97,11.41,-77.6
8586,864.5,RACS_2037+12A,29,20:35:45.763,+09:57:17.2102,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,15.02,11.2,-76.4
8586,864.5,RACS_2037+12A,30,20:31:29.882,+09:57:01.8698,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,15.03,10.98,-76.0
8586,864.5,RACS_2037+12A,31,20:27:13.884,+09:56:31.16,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,15.1,11.12,-75.5
8586,864.5,RACS_2037+12A,32,20:27:11.712,+10:59:33.4298,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,15.01,11.61,-77.5
8586,864.5,RACS_2037+12A,33,20:27:09.307,+12:02:33.72,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.84,11.83,-77.8
8586,864.5,RACS_2037+12A,34,20:27:06.667,+13:05:33.36,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.83,12.08,-80.8
8586,864.5,RACS_2037+12A,35,20:27:03.787,+14:08:33.6098,2019-04-27 21:16:48.893,2019-04-27 21:31:54.624,14.67,12.42,-82.5
8586,864.5,RACS_2053+00A,0,20:51:41.587,+00:31:29.9302,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.57,9.25,-67.3
8586,864.5,RACS_2053+00A,1,20:55:53.585,+00:31:29.9302,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.44,9.22,-68.1
8586,864.5,RACS_2053+00A,2,20:51:41.587,-00:31:29.9302,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.59,9.26,-67.4
8586,864.5,RACS_2053+00A,3,20:55:53.585,-00:31:29.9302,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.58,9.27,-67.4
8586,864.5,RACS_2053+00A,4,20:47:29.417,+01:34:30.4,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.62,8.99,-70.9
8586,864.5,RACS_2053+00A,5,20:51:41.544,+01:34:30.4,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.54,9.02,-70.8
8586,864.5,RACS_2053+00A,6,20:55:53.628,+01:34:30.4,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.59,8.96,-71.4
8586,864.5,RACS_2053+00A,7,21:00:05.755,+01:34:30.4,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.42,9.07,-70.5
8586,864.5,RACS_2053+00A,8,21:00:05.628,+00:31:29.9302,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.51,9.35,-67.7
8586,864.5,RACS_2053+00A,9,21:00:05.628,-00:31:29.9302,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,18.24,9.89,-51.6
8586,864.5,RACS_2053+00A,10,21:00:05.755,-01:34:30.4,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.31,9.36,-66.3
8586,864.5,RACS_2053+00A,11,20:55:53.628,-01:34:30.4,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.29,9.35,-66.3
8586,864.5,RACS_2053+00A,12,20:51:41.544,-01:34:30.4,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.29,9.24,-66.4
8586,864.5,RACS_2053+00A,13,20:47:29.417,-01:34:30.4,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.32,9.24,-66.5
8586,864.5,RACS_2053+00A,14,20:47:29.544,-00:31:29.9302,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.59,9.27,-67.3
8586,864.5,RACS_2053+00A,15,20:47:29.544,+00:31:29.9302,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.69,8.88,-70.4
8586,864.5,RACS_2053+00A,16,20:43:16.738,+02:37:32.7698,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.59,9.13,-71.5
8586,864.5,RACS_2053+00A,17,20:47:29.162,+02:37:32.7698,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.52,9.07,-72.2
8586,864.5,RACS_2053+00A,18,20:51:41.46,+02:37:32.7698,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.43,9.2,-71.5
8586,864.5,RACS_2053+00A,19,20:55:53.712,+02:37:32.7698,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.22,9.04,-71.5
8586,864.5,RACS_2053+00A,20,21:00:06.01,+02:37:32.7698,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,17.66,10.08,-50.0
8586,864.5,RACS_2053+00A,21,21:04:18.434,+02:37:32.7698,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.05,9.46,-69.4
8586,864.5,RACS_2053+00A,22,21:04:18.01,+01:34:30.4,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.38,9.1,-70.5
8586,864.5,RACS_2053+00A,23,21:04:17.798,+00:31:29.9302,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,18.17,10.05,-51.6
8586,864.5,RACS_2053+00A,24,21:04:17.798,-00:31:29.9302,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,18.19,9.77,-51.6
8586,864.5,RACS_2053+00A,25,21:04:18.01,-01:34:30.4,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.41,9.25,-66.9
8586,864.5,RACS_2053+00A,26,21:04:18.434,-02:37:32.7698,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.05,9.09,-66.5
8586,864.5,RACS_2053+00A,27,21:00:06.01,-02:37:32.7698,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.08,9.34,-65.6
8586,864.5,RACS_2053+00A,28,20:55:53.712,-02:37:32.7698,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.06,9.33,-65.4
8586,864.5,RACS_2053+00A,29,20:51:41.46,-02:37:32.7698,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.06,9.22,-65.8
8586,864.5,RACS_2053+00A,30,20:47:29.162,-02:37:32.7698,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,15.96,9.11,-65.7
8586,864.5,RACS_2053+00A,31,20:43:16.738,-02:37:32.7698,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.04,9.22,-65.7
8586,864.5,RACS_2053+00A,32,20:43:17.162,-01:34:30.4,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.23,9.36,-66.2
8586,864.5,RACS_2053+00A,33,20:43:17.374,-00:31:29.9302,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.51,9.28,-66.5
8586,864.5,RACS_2053+00A,34,20:43:17.374,+00:31:29.9302,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.73,8.75,-71.0
8586,864.5,RACS_2053+00A,35,20:43:17.162,+01:34:30.4,2019-04-27 22:02:45.917,2019-04-27 22:17:51.734,16.68,8.83,-71.7
8586,864.5,RACS_2053+06A,0,20:51:40.694,+06:49:11.1,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.58,10.53,-69.4
8586,864.5,RACS_2053+06A,1,20:55:54.478,+06:49:11.1,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.45,10.55,-70.4
8586,864.5,RACS_2053+06A,2,20:51:40.949,+05:46:11.24,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.72,9.91,-72.4
8586,864.5,RACS_2053+06A,3,20:55:54.223,+05:46:11.24,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.67,9.94,-72.5
8586,864.5,RACS_2053+06A,4,20:47:25.966,+07:52:03.9,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.49,10.41,-73.5
8586,864.5,RACS_2053+06A,5,20:51:40.394,+07:52:11.5702,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.42,10.44,-73.6
8586,864.5,RACS_2053+06A,6,20:55:54.778,+07:52:11.5702,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.49,10.35,-74.3
8586,864.5,RACS_2053+06A,7,21:00:09.206,+07:52:03.9,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.32,10.51,-73.9
8586,864.5,RACS_2053+06A,8,21:00:08.304,+06:49:03.4298,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.5,10.7,-69.9
8586,864.5,RACS_2053+06A,9,21:00:07.536,+05:46:03.6098,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,17.04,11.23,-47.7
8586,864.5,RACS_2053+06A,10,21:00:06.898,+04:43:03.14,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.81,10.37,-69.5
8586,864.5,RACS_2053+06A,11,20:55:54.01,+04:43:10.78,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.79,9.84,-71.7
8586,864.5,RACS_2053+06A,12,20:51:41.162,+04:43:10.78,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.86,9.68,-71.9
8586,864.5,RACS_2053+06A,13,20:47:28.274,+04:43:03.14,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.91,9.64,-71.9
8586,864.5,RACS_2053+06A,14,20:47:27.636,+05:46:03.6098,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.77,9.89,-72.4
8586,864.5,RACS_2053+06A,15,20:47:26.868,+06:49:03.4298,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.63,10.13,-73.0
8586,864.5,RACS_2053+06A,16,20:43:09.691,+08:54:50.8298,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.43,10.68,-74.0
8586,864.5,RACS_2053+06A,17,20:47:24.931,+08:55:06.24,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.39,10.59,-75.4
8586,864.5,RACS_2053+06A,18,20:51:40.049,+08:55:13.94,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.3,10.76,-74.5
8586,864.5,RACS_2053+06A,19,20:55:55.123,+08:55:13.94,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.23,11.13,-71.3
8586,864.5,RACS_2053+06A,20,21:00:10.241,+08:55:06.24,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,16.6,11.75,-41.9
8586,864.5,RACS_2053+06A,21,21:04:25.481,+08:54:50.8298,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.12,11.05,-72.8
8586,864.5,RACS_2053+06A,22,21:04:23.758,+07:51:48.5302,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.4,11.04,-71.5
8586,864.5,RACS_2053+06A,23,21:04:22.258,+06:48:48.1298,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,16.86,11.55,-46.3
8586,864.5,RACS_2053+06A,24,21:04:20.976,+05:45:48.3502,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,16.92,11.11,-47.7
8586,864.5,RACS_2053+06A,25,21:04:19.91,+04:42:47.88,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.82,10.29,-69.9
8586,864.5,RACS_2053+06A,26,21:04:19.061,+03:39:45.54,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.84,9.95,-69.8
8586,864.5,RACS_2053+06A,27,21:00:06.389,+03:40:00.7702,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.97,10.16,-69.0
8586,864.5,RACS_2053+06A,28,20:55:53.839,+03:40:08.4,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.99,10.1,-68.9
8586,864.5,RACS_2053+06A,29,20:51:41.333,+03:40:08.4,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,16.01,9.46,-71.4
8586,864.5,RACS_2053+06A,30,20:47:28.783,+03:40:00.7702,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,16.01,9.81,-69.0
8586,864.5,RACS_2053+06A,31,20:43:16.111,+03:39:45.54,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,16.16,9.4,-71.6
8586,864.5,RACS_2053+06A,32,20:43:15.262,+04:42:47.88,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.97,9.74,-72.0
8586,864.5,RACS_2053+06A,33,20:43:14.196,+05:45:48.3502,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.78,9.85,-71.6
8586,864.5,RACS_2053+06A,34,20:43:12.914,+06:48:48.1298,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.7,9.97,-73.6
8586,864.5,RACS_2053+06A,35,20:43:11.414,+07:51:48.5302,2019-04-27 21:47:20.314,2019-04-27 22:02:35.981,15.56,10.21,-74.2
8586,864.5,RACS_2056-18A,0,20:54:30.902,-18:20:12.5498,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,25.18,10.46,-68.6
8586,864.5,RACS_2056-18A,1,20:58:56.371,-18:20:12.5498,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,24.65,10.41,-68.8
8586,864.5,RACS_2056-18A,2,20:54:30.067,-19:23:12.3698,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,25.42,10.68,-70.1
8586,864.5,RACS_2056-18A,3,20:58:57.204,-19:23:12.3698,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,24.94,10.66,-70.8
8586,864.5,RACS_2056-18A,4,20:50:07.735,-17:16:48.6502,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,26.01,10.49,-66.6
8586,864.5,RACS_2056-18A,5,20:54:31.68,-17:17:12.08,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,25.43,10.48,-67.2
8586,864.5,RACS_2056-18A,6,20:58:55.591,-17:17:12.08,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,24.86,10.44,-68.3
8586,864.5,RACS_2056-18A,7,21:03:19.536,-17:16:48.6502,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,24.41,10.44,-68.4
8586,864.5,RACS_2056-18A,8,21:03:21.874,-18:19:48.9698,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,24.21,10.5,-69.0
8586,864.5,RACS_2056-18A,9,21:03:24.374,-19:22:48.6502,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,23.24,13.67,-72.5
8586,864.5,RACS_2056-18A,10,21:03:27.043,-20:25:48.94,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,24.59,10.82,-73.6
8586,864.5,RACS_2056-18A,11,20:58:58.094,-20:26:12.84,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,25.07,10.84,-72.9
8586,864.5,RACS_2056-18A,12,20:54:29.177,-20:26:12.84,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,25.5,10.75,-71.7
8586,864.5,RACS_2056-18A,13,20:50:00.228,-20:25:48.94,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,26.01,10.8,-71.0
8586,864.5,RACS_2056-18A,14,20:50:02.897,-19:22:48.6502,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,25.93,10.72,-69.5
8586,864.5,RACS_2056-18A,15,20:50:05.398,-18:19:48.9698,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,25.93,10.61,-68.0
8586,864.5,RACS_2056-18A,16,20:45:47.318,-16:12:59.6498,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,26.86,10.43,-64.8
8586,864.5,RACS_2056-18A,17,20:50:09.917,-16:13:46.38,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,26.18,10.29,-65.5
8586,864.5,RACS_2056-18A,18,20:54:32.407,-16:14:09.74,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,25.59,10.39,-65.9
8586,864.5,RACS_2056-18A,19,20:58:54.864,-16:14:09.74,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,24.83,10.2,-66.0
8586,864.5,RACS_2056-18A,20,21:03:17.357,-16:13:46.38,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,23.43,13.1,-60.0
8586,864.5,RACS_2056-18A,21,21:07:39.953,-16:12:59.6498,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,23.77,10.02,-67.6
8586,864.5,RACS_2056-18A,22,21:07:43.586,-17:16:01.6702,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,23.95,10.42,-69.1
8586,864.5,RACS_2056-18A,23,21:07:47.482,-18:19:01.74,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,22.7,13.54,-70.4
8586,864.5,RACS_2056-18A,24,21:07:51.648,-19:22:01.1302,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,22.7,13.42,-73.7
8586,864.5,RACS_2056-18A,25,21:07:56.098,-20:25:01.0898,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,24.14,10.68,-73.5
8586,864.5,RACS_2056-18A,26,21:08:00.835,-21:28:02.8898,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,23.76,10.62,-74.3
8586,864.5,RACS_2056-18A,27,21:03:29.887,-21:28:51.1,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,24.46,10.88,-74.9
8586,864.5,RACS_2056-18A,28,20:58:59.042,-21:29:15.18,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,24.96,10.89,-74.2
8586,864.5,RACS_2056-18A,29,20:54:28.229,-21:29:15.18,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,25.51,10.82,-73.0
8586,864.5,RACS_2056-18A,30,20:49:57.384,-21:28:51.1,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,26.06,10.69,-72.2
8586,864.5,RACS_2056-18A,31,20:45:26.436,-21:28:02.8898,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,26.45,10.71,-72.9
8586,864.5,RACS_2056-18A,32,20:45:31.176,-20:25:01.0898,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,26.41,10.73,-72.1
8586,864.5,RACS_2056-18A,33,20:45:35.623,-19:22:01.1302,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,26.42,10.73,-69.4
8586,864.5,RACS_2056-18A,34,20:45:39.79,-18:19:01.74,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,26.49,10.53,-67.7
8586,864.5,RACS_2056-18A,35,20:45:43.687,-17:16:01.6702,2019-04-28 02:56:43.181,2019-04-28 03:11:38.976,26.61,10.41,-66.4
8586,864.5,RACS_2143+00A,0,21:41:20.897,+00:31:29.9302,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.46,9.36,-67.5
8586,864.5,RACS_2143+00A,1,21:45:32.897,+00:31:29.9302,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.33,9.36,-68.5
8586,864.5,RACS_2143+00A,2,21:41:20.897,-00:31:29.9302,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.53,9.34,-67.6
8586,864.5,RACS_2143+00A,3,21:45:32.897,-00:31:29.9302,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.54,9.37,-67.8
8586,864.5,RACS_2143+00A,4,21:37:08.726,+01:34:30.4,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.35,9.61,-68.3
8586,864.5,RACS_2143+00A,5,21:41:20.854,+01:34:30.4,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.32,9.63,-68.4
8586,864.5,RACS_2143+00A,6,21:45:32.938,+01:34:30.4,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.41,9.1,-71.3
8586,864.5,RACS_2143+00A,7,21:49:45.065,+01:34:30.4,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.29,9.71,-68.6
8586,864.5,RACS_2143+00A,8,21:49:44.938,+00:31:29.9302,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.42,9.51,-68.3
8586,864.5,RACS_2143+00A,9,21:49:44.938,-00:31:29.9302,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,18.41,9.97,-52.1
8586,864.5,RACS_2143+00A,10,21:49:45.065,-01:34:30.4,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.48,9.4,-67.1
8586,864.5,RACS_2143+00A,11,21:45:32.938,-01:34:30.4,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.46,9.37,-66.9
8586,864.5,RACS_2143+00A,12,21:41:20.854,-01:34:30.4,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.42,9.25,-67.1
8586,864.5,RACS_2143+00A,13,21:37:08.726,-01:34:30.4,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.42,9.25,-66.9
8586,864.5,RACS_2143+00A,14,21:37:08.854,-00:31:29.9302,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.54,9.32,-67.5
8586,864.5,RACS_2143+00A,15,21:37:08.854,+00:31:29.9302,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.51,9.45,-68.0
8586,864.5,RACS_2143+00A,16,21:32:56.047,+02:37:32.7698,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.24,9.24,-71.0
8586,864.5,RACS_2143+00A,17,21:37:08.472,+02:37:32.7698,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.21,9.19,-71.8
8586,864.5,RACS_2143+00A,18,21:41:20.77,+02:37:32.7698,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.17,9.35,-71.2
8586,864.5,RACS_2143+00A,19,21:45:33.024,+02:37:32.7698,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.03,9.71,-69.2
8586,864.5,RACS_2143+00A,20,21:49:45.319,+02:37:32.7698,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,17.69,10.21,-50.2
8586,864.5,RACS_2143+00A,21,21:53:57.744,+02:37:32.7698,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,15.95,9.64,-70.0
8586,864.5,RACS_2143+00A,22,21:53:57.319,+01:34:30.4,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.28,9.73,-68.9
8586,864.5,RACS_2143+00A,23,21:53:57.108,+00:31:29.9302,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,18.24,10.16,-52.0
8586,864.5,RACS_2143+00A,24,21:53:57.108,-00:31:29.9302,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,18.38,9.88,-52.3
8586,864.5,RACS_2143+00A,25,21:53:57.319,-01:34:30.4,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.54,9.32,-67.8
8586,864.5,RACS_2143+00A,26,21:53:57.744,-02:37:32.7698,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.31,9.12,-67.7
8586,864.5,RACS_2143+00A,27,21:49:45.319,-02:37:32.7698,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.34,9.35,-66.5
8586,864.5,RACS_2143+00A,28,21:45:33.024,-02:37:32.7698,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.25,9.33,-66.3
8586,864.5,RACS_2143+00A,29,21:41:20.77,-02:37:32.7698,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.23,9.23,-66.5
8586,864.5,RACS_2143+00A,30,21:37:08.472,-02:37:32.7698,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.12,9.13,-66.3
8586,864.5,RACS_2143+00A,31,21:32:56.047,-02:37:32.7698,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.14,9.22,-66.1
8586,864.5,RACS_2143+00A,32,21:32:56.472,-01:34:30.4,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.34,9.36,-66.4
8586,864.5,RACS_2143+00A,33,21:32:56.683,-00:31:29.9302,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.52,9.31,-66.5
8586,864.5,RACS_2143+00A,34,21:32:56.683,+00:31:29.9302,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.47,9.3,-68.2
8586,864.5,RACS_2143+00A,35,21:32:56.472,+01:34:30.4,2019-04-27 22:33:27.274,2019-04-27 22:48:43.027,16.36,8.94,-71.0
8586,864.5,RACS_2149-18A,0,21:46:52.718,-18:20:12.5498,2019-04-28 02:41:17.491,2019-04-28 02:56:33.245,19.31,10.37,-74.3
8586,864.5,RACS_2149-18A,1,21:51:18.19,-18:20:12.5498,2019-04-28 02:41:17.491,2019-04-28 02:56:33.245,18.86,10.27,-73.0
8586,864.5,RACS_2149-18A,2,21:46:51.886,-19:23:12.3698,2019-04-28 02:41:17.491,2019-04-28 02:56:33.245,18.88,10.52,-73.2
