SBID,OBS_FREQ,FIELD_NAME,BEAM,RA_HMS,DEC_DMS,DATEOBS,DATEEND,BMAJ,BMIN,BPA
8547,864.5,RACS_0957+25A,27,10:04:33.3,+22:29:22.06,2019-04-22 09:53:06.691,2019-04-22 10:08:12.422,23.08,8.58,37.9
8547,864.5,RACS_0957+25A,28,10:00:00.523,+22:29:53.9498,2019-04-22 09:53:06.691,2019-04-22 10:08:12.422,22.46,8.53,37.3
8547,864.5,RACS_0957+25A,29,09:55:27.775,+22:29:53.9498,2019-04-22 09:53:06.691,2019-04-22 10:08:12.422,22.03,8.57,36.6
8547,864.5,RACS_0957+25A,30,09:50:54.998,+22:29:22.06,2019-04-22 09:53:06.691,2019-04-22 10:08:12.422,21.44,8.57,35.8
8547,864.5,RACS_0957+25A,31,09:46:22.14,+22:28:18.3,2019-04-22 09:53:06.691,2019-04-22 10:08:12.422,21.2,8.64,35.2
8547,864.5,RACS_0957+25A,32,09:46:16.81,+23:31:19.96,2019-04-22 09:53:06.691,2019-04-22 10:08:12.422,21.77,8.65,34.2
8547,864.5,RACS_0957+25A,33,09:46:11.16,+24:34:19.6702,2019-04-22 09:53:06.691,2019-04-22 10:08:12.422,22.37,8.55,33.6
8547,864.5,RACS_0957+25A,34,09:46:05.184,+25:37:18.62,2019-04-22 09:53:06.691,2019-04-22 10:08:12.422,22.92,8.35,32.9
8547,864.5,RACS_0957+25A,35,09:45:58.862,+26:40:18.16,2019-04-22 09:53:06.691,2019-04-22 10:08:12.422,23.48,8.11,32.0
8548,864.5,RACS_1002+18A,0,09:59:57.346,+19:22:55.8098,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,14.59,10.4,-14.8
8548,864.5,RACS_1002+18A,1,10:04:24.473,+19:22:55.8098,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,14.35,10.38,-12.9
8548,864.5,RACS_1002+18A,2,09:59:58.178,+18:19:55.9898,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,14.17,10.55,-15.7
8548,864.5,RACS_1002+18A,3,10:04:23.64,+18:19:55.9898,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,14.09,10.59,-14.1
8548,864.5,RACS_1002+18A,4,09:55:27.514,+20:25:32.38,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,15.13,10.23,-15.3
8548,864.5,RACS_1002+18A,5,09:59:56.455,+20:25:56.28,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,15.04,10.25,-13.7
8548,864.5,RACS_1002+18A,6,10:04:25.363,+20:25:56.28,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,14.94,10.28,-11.9
8548,864.5,RACS_1002+18A,7,10:08:54.305,+20:25:32.38,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,14.86,10.31,-9.8
8548,864.5,RACS_1002+18A,8,10:08:51.636,+19:22:32.0902,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,14.53,10.5,-10.9
8548,864.5,RACS_1002+18A,9,10:08:49.138,+18:19:32.4098,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,14.02,10.62,-12.0
8548,864.5,RACS_1002+18A,10,10:08:46.8,+17:16:32.0902,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,13.6,10.76,-13.2
8548,864.5,RACS_1002+18A,11,10:04:22.86,+17:16:55.52,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,13.8,10.75,-15.1
8548,864.5,RACS_1002+18A,12,09:59:58.956,+17:16:55.52,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,13.71,10.7,-16.2
8548,864.5,RACS_1002+18A,13,09:55:35.018,+17:16:32.0902,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,13.78,10.65,-17.5
8548,864.5,RACS_1002+18A,14,09:55:32.681,+18:19:32.4098,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,14.24,10.5,-17.1
8548,864.5,RACS_1002+18A,15,09:55:30.18,+19:22:32.0902,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,14.7,10.37,-16.4
8548,864.5,RACS_1002+18A,16,09:50:53.731,+21:27:46.3298,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,15.68,10.07,-15.7
8548,864.5,RACS_1002+18A,17,09:55:24.67,+21:28:34.54,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,15.43,10.08,-14.2
8548,864.5,RACS_1002+18A,18,09:59:55.507,+21:28:58.66,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,15.48,10.13,-12.4
8548,864.5,RACS_1002+18A,19,10:04:26.311,+21:28:58.66,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,15.22,10.1,-10.5
8548,864.5,RACS_1002+18A,20,10:08:57.149,+21:28:34.54,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,15.14,10.1,-8.6
8548,864.5,RACS_1002+18A,21,10:13:28.087,+21:27:46.3298,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,14.92,10.01,-6.5
8548,864.5,RACS_1002+18A,22,10:13:23.35,+20:24:44.5298,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,17.13,9.36,-5.5
8548,864.5,RACS_1002+18A,23,10:13:18.902,+19:21:44.6,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,16.63,9.58,-5.8
8548,864.5,RACS_1002+18A,24,10:13:14.736,+18:18:45.22,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,16.26,9.83,-6.2
8548,864.5,RACS_1002+18A,25,10:13:10.843,+17:15:45.14,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,13.53,10.85,-10.4
8548,864.5,RACS_1002+18A,26,10:13:07.21,+16:12:43.1302,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,12.95,10.98,-9.9
8548,864.5,RACS_1002+18A,27,10:08:44.621,+16:13:29.82,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,13.29,10.99,-13.2
8548,864.5,RACS_1002+18A,28,10:04:22.135,+16:13:53.18,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,13.23,10.93,-14.6
8548,864.5,RACS_1002+18A,29,09:59:59.683,+16:13:53.18,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,13.27,10.87,-16.3
8548,864.5,RACS_1002+18A,30,09:55:37.198,+16:13:29.82,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,13.18,10.83,-18.1
8548,864.5,RACS_1002+18A,31,09:51:14.606,+16:12:43.1302,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,13.36,10.75,-19.4
8548,864.5,RACS_1002+18A,32,09:51:10.975,+17:15:45.14,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,13.83,10.6,-19.1
8548,864.5,RACS_1002+18A,33,09:51:07.08,+18:18:45.22,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,14.28,10.45,-18.2
8548,864.5,RACS_1002+18A,34,09:51:02.916,+19:21:44.6,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,14.63,10.24,-17.6
8548,864.5,RACS_1002+18A,35,09:50:58.469,+20:24:44.5298,2019-04-22 12:36:19.699,2019-04-22 12:51:35.366,15.09,10.1,-16.8
8540,864.5,RACS_1021+31A,0,10:18:42.168,+31:54:22.86,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,22.3,8.57,-13.6
8540,864.5,RACS_1021+31A,1,10:23:39.007,+31:54:22.86,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,21.83,8.54,-12.4
8540,864.5,RACS_1021+31A,2,10:18:43.819,+30:51:23.08,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,21.51,8.64,-14.1
8540,864.5,RACS_1021+31A,3,10:23:37.358,+30:51:23.08,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,21.36,8.65,-12.8
8540,864.5,RACS_1021+31A,4,10:13:40.102,+32:56:40.2698,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,23.36,8.51,-14.6
8540,864.5,RACS_1021+31A,5,10:18:40.43,+32:57:23.26,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,23.18,8.5,-13.3
8540,864.5,RACS_1021+31A,6,10:23:40.747,+32:57:23.26,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,23.03,8.51,-12.0
8540,864.5,RACS_1021+31A,7,10:28:41.074,+32:56:40.2698,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,22.88,8.51,-10.7
8540,864.5,RACS_1021+31A,8,10:28:35.858,+31:53:40.34,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,22.11,8.67,-11.1
8540,864.5,RACS_1021+31A,9,10:28:30.91,+30:50:41.06,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,21.21,8.65,-11.5
8540,864.5,RACS_1021+31A,10,10:28:26.215,+29:47:41.06,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,20.58,8.94,-12.1
8540,864.5,RACS_1021+31A,11,10:23:35.791,+29:48:22.64,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,20.95,8.96,-13.4
8540,864.5,RACS_1021+31A,12,10:18:45.384,+29:48:22.64,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,20.86,8.97,-14.5
8540,864.5,RACS_1021+31A,13,10:13:54.96,+29:47:41.06,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,21.03,8.99,-15.9
8540,864.5,RACS_1021+31A,14,10:13:50.266,+30:50:41.06,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,21.69,8.66,-15.4
8540,864.5,RACS_1021+31A,15,10:13:45.317,+31:53:40.34,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,22.49,8.57,-15.0
8540,864.5,RACS_1021+31A,16,10:08:30.588,+33:58:14.88,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,24.56,8.45,-15.6
8540,864.5,RACS_1021+31A,17,10:13:34.606,+33:59:42.04,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,24.28,8.4,-14.4
8540,864.5,RACS_1021+31A,18,10:18:38.597,+34:00:25.6,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,24.14,8.47,-13.0
8540,864.5,RACS_1021+31A,19,10:23:42.578,+34:00:25.6,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,23.64,8.41,-11.9
8540,864.5,RACS_1021+31A,20,10:28:46.57,+33:59:42.04,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,23.49,8.4,-10.6
8540,864.5,RACS_1021+31A,21,10:33:50.59,+33:58:14.88,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,23.23,8.26,-9.3
8540,864.5,RACS_1021+31A,22,10:33:41.434,+32:55:14.2298,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,26.11,8.04,-8.4
8540,864.5,RACS_1021+31A,23,10:33:32.746,+31:52:15.3502,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,25.03,8.2,-8.6
8540,864.5,RACS_1021+31A,24,10:33:24.504,+30:49:16.9702,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,24.45,8.3,-8.9
8540,864.5,RACS_1021+31A,25,10:33:16.682,+29:46:17.8702,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,20.46,9.0,-10.4
8540,864.5,RACS_1021+31A,26,10:33:09.259,+28:43:16.72,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,19.49,9.06,-10.9
8540,864.5,RACS_1021+31A,27,10:28:21.761,+28:44:39.12,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,20.1,9.08,-12.5
8540,864.5,RACS_1021+31A,28,10:23:34.306,+28:45:20.34,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,20.0,9.05,-13.6
8540,864.5,RACS_1021+31A,29,10:18:46.87,+28:45:20.34,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,20.14,9.06,-15.0
8540,864.5,RACS_1021+31A,30,10:13:59.417,+28:44:39.12,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,20.29,8.98,-16.4
8540,864.5,RACS_1021+31A,31,10:09:11.916,+28:43:16.72,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,20.48,9.06,-17.8
8540,864.5,RACS_1021+31A,32,10:09:04.495,+29:46:17.8702,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,21.41,8.64,-17.4
8540,864.5,RACS_1021+31A,33,10:08:56.671,+30:49:16.9702,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,21.89,8.66,-16.7
8540,864.5,RACS_1021+31A,34,10:08:48.43,+31:52:15.3502,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,22.57,8.46,-16.2
8540,864.5,RACS_1021+31A,35,10:08:39.742,+32:55:14.2298,2019-04-21 13:26:37.565,2019-04-21 13:41:43.296,23.45,8.39,-15.8
8547,864.5,RACS_1024+25A,0,10:22:34.572,+25:38:56.54,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,25.28,8.02,36.3
8547,864.5,RACS_1024+25A,1,10:27:14.107,+25:38:56.54,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,25.54,7.93,37.2
8547,864.5,RACS_1024+25A,2,10:22:35.767,+24:35:56.72,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,24.82,8.37,37.2
8547,864.5,RACS_1024+25A,3,10:27:12.91,+24:35:56.72,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,25.21,8.11,37.7
8547,864.5,RACS_1024+25A,4,10:17:51.216,+26:41:24.04,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,25.43,8.02,35.0
8547,864.5,RACS_1024+25A,5,10:22:33.307,+26:41:56.98,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,26.07,7.99,35.8
8547,864.5,RACS_1024+25A,6,10:27:15.372,+26:41:56.98,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,26.7,7.96,36.6
8547,864.5,RACS_1024+25A,7,10:31:57.461,+26:41:24.04,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,27.37,7.94,37.4
8547,864.5,RACS_1024+25A,8,10:31:53.666,+25:38:23.9302,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,26.63,8.07,37.9
8547,864.5,RACS_1024+25A,9,10:31:50.081,+24:35:24.4,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,25.75,8.04,38.4
8547,864.5,RACS_1024+25A,10,10:31:46.69,+23:32:24.18,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,24.88,8.41,39.1
8547,864.5,RACS_1024+25A,11,10:27:11.779,+23:32:56.2898,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,24.68,8.47,38.4
8547,864.5,RACS_1024+25A,12,10:22:36.898,+23:32:56.2898,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,24.04,8.43,37.8
8547,864.5,RACS_1024+25A,13,10:18:01.987,+23:32:24.18,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,23.52,8.46,37.1
8547,864.5,RACS_1024+25A,14,10:17:58.598,+24:35:24.4,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,24.21,8.42,36.5
8547,864.5,RACS_1024+25A,15,10:17:55.01,+25:38:23.9302,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,24.68,8.05,35.6
8547,864.5,RACS_1024+25A,16,10:13:02.369,+27:43:19.4902,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,25.61,8.02,33.7
8547,864.5,RACS_1024+25A,17,10:17:47.206,+27:44:26.0498,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,26.17,7.88,34.5
8547,864.5,RACS_1024+25A,18,10:22:31.97,+27:44:59.32,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,26.93,7.96,35.3
8547,864.5,RACS_1024+25A,19,10:27:16.709,+27:44:59.32,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,27.22,7.87,36.2
8547,864.5,RACS_1024+25A,20,10:32:01.471,+27:44:26.0498,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,27.93,7.84,36.9
8547,864.5,RACS_1024+25A,21,10:36:46.308,+27:43:19.4902,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,28.67,7.82,37.7
8547,864.5,RACS_1024+25A,22,10:36:39.626,+26:40:18.16,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,31.31,7.73,35.6
8547,864.5,RACS_1024+25A,23,10:36:33.307,+25:37:18.62,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,29.9,7.83,35.9
8547,864.5,RACS_1024+25A,24,10:36:27.329,+24:34:19.6702,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,29.24,7.96,36.2
8547,864.5,RACS_1024+25A,25,10:36:21.682,+23:31:19.96,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,25.52,8.17,39.6
8547,864.5,RACS_1024+25A,26,10:36:16.349,+22:28:18.3,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,24.42,8.34,40.3
8547,864.5,RACS_1024+25A,27,10:31:43.49,+22:29:22.06,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,24.41,8.49,39.6
8547,864.5,RACS_1024+25A,28,10:27:10.714,+22:29:53.9498,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,23.75,8.44,39.0
8547,864.5,RACS_1024+25A,29,10:22:37.966,+22:29:53.9498,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,23.25,8.48,38.4
8547,864.5,RACS_1024+25A,30,10:18:05.189,+22:29:22.06,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,22.55,8.49,37.6
8547,864.5,RACS_1024+25A,31,10:13:32.33,+22:28:18.3,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,22.29,8.55,37.1
8547,864.5,RACS_1024+25A,32,10:13:26.998,+23:31:19.96,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,22.98,8.56,36.2
8547,864.5,RACS_1024+25A,33,10:13:21.35,+24:34:19.6702,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,23.64,8.45,35.7
8547,864.5,RACS_1024+25A,34,10:13:15.372,+25:37:18.62,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,24.09,8.08,34.8
8547,864.5,RACS_1024+25A,35,10:13:09.05,+26:40:18.16,2019-04-22 10:08:22.358,2019-04-22 10:23:28.090,24.83,8.05,34.2
8540,864.5,RACS_1049+31A,0,10:46:56.285,+31:54:22.86,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,21.52,8.57,-2.4
8540,864.5,RACS_1049+31A,1,10:51:53.124,+31:54:22.86,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,21.18,8.54,-1.2
8540,864.5,RACS_1049+31A,2,10:46:57.936,+30:51:23.08,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,20.88,8.87,-2.5
8540,864.5,RACS_1049+31A,3,10:51:51.475,+30:51:23.08,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,20.85,8.86,-1.1
8540,864.5,RACS_1049+31A,4,10:41:54.218,+32:56:40.2698,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,22.51,8.51,-3.4
8540,864.5,RACS_1049+31A,5,10:46:54.547,+32:57:23.26,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,22.46,8.49,-2.2
8540,864.5,RACS_1049+31A,6,10:51:54.864,+32:57:23.26,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,22.43,8.48,-1.0
8540,864.5,RACS_1049+31A,7,10:56:55.19,+32:56:40.2698,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,22.4,8.47,0.2
8540,864.5,RACS_1049+31A,8,10:56:49.975,+31:53:40.34,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,21.56,8.62,-0.0
8540,864.5,RACS_1049+31A,9,10:56:45.029,+30:50:41.06,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,20.81,8.84,0.1
8540,864.5,RACS_1049+31A,10,10:56:40.332,+29:47:41.06,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,19.96,8.93,-0.6
8540,864.5,RACS_1049+31A,11,10:51:49.91,+29:48:22.64,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,20.23,8.96,-1.8
8540,864.5,RACS_1049+31A,12,10:46:59.501,+29:48:22.64,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,20.07,8.96,-2.7
8540,864.5,RACS_1049+31A,13,10:42:09.077,+29:47:41.06,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,20.08,8.97,-3.9
8540,864.5,RACS_1049+31A,14,10:42:04.382,+30:50:41.06,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,20.92,8.89,-3.7
8540,864.5,RACS_1049+31A,15,10:41:59.434,+31:53:40.34,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,21.58,8.59,-3.7
8540,864.5,RACS_1049+31A,16,10:36:44.705,+33:58:14.88,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,23.43,8.44,-4.6
8540,864.5,RACS_1049+31A,17,10:41:48.722,+33:59:42.04,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,23.35,8.39,-3.2
8540,864.5,RACS_1049+31A,18,10:46:52.714,+34:00:25.6,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,23.46,8.44,-2.0
8540,864.5,RACS_1049+31A,19,10:51:56.695,+34:00:25.6,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,23.08,8.39,-0.9
8540,864.5,RACS_1049+31A,20,10:57:00.686,+33:59:42.04,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,23.07,8.37,0.2
8540,864.5,RACS_1049+31A,21,11:02:04.706,+33:58:14.88,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,22.93,8.24,1.4
8540,864.5,RACS_1049+31A,22,11:01:55.55,+32:55:14.2298,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,25.77,7.99,1.4
8540,864.5,RACS_1049+31A,23,11:01:46.865,+31:52:15.3502,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,24.59,8.14,1.3
8540,864.5,RACS_1049+31A,24,11:01:38.621,+30:49:16.9702,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,23.88,8.24,1.1
8540,864.5,RACS_1049+31A,25,11:01:30.799,+29:46:17.8702,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,19.97,8.93,1.2
8540,864.5,RACS_1049+31A,26,11:01:23.376,+28:43:16.72,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,18.96,9.01,0.9
8540,864.5,RACS_1049+31A,27,10:56:35.878,+28:44:39.12,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,19.41,9.06,-0.7
8540,864.5,RACS_1049+31A,28,10:51:48.425,+28:45:20.34,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,19.25,9.04,-1.7
8540,864.5,RACS_1049+31A,29,10:47:00.986,+28:45:20.34,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,19.26,9.04,-3.0
8540,864.5,RACS_1049+31A,30,10:42:13.534,+28:44:39.12,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,19.24,8.98,-4.1
8540,864.5,RACS_1049+31A,31,10:37:26.033,+28:43:16.72,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,19.35,9.06,-5.6
8540,864.5,RACS_1049+31A,32,10:37:18.612,+29:46:17.8702,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,20.3,8.91,-5.5
8540,864.5,RACS_1049+31A,33,10:37:10.79,+30:49:16.9702,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,20.95,8.89,-4.9
8540,864.5,RACS_1049+31A,34,10:37:02.546,+31:52:15.3502,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,21.51,8.46,-4.9
8540,864.5,RACS_1049+31A,35,10:36:53.861,+32:55:14.2298,2019-04-21 13:11:21.811,2019-04-21 13:26:27.542,22.4,8.37,-4.7
8540,864.5,RACS_1052+25A,0,10:49:44.76,+25:38:56.54,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,18.27,9.29,-17.1
8540,864.5,RACS_1052+25A,1,10:54:24.295,+25:38:56.54,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,17.86,9.27,-15.7
8540,864.5,RACS_1052+25A,2,10:49:45.958,+24:35:56.72,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,17.73,9.39,-18.1
8540,864.5,RACS_1052+25A,3,10:54:23.1,+24:35:56.72,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,17.55,9.4,-16.9
8540,864.5,RACS_1052+25A,4,10:45:01.406,+26:41:24.04,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,19.05,9.2,-17.7
8540,864.5,RACS_1052+25A,5,10:49:43.495,+26:41:56.98,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,18.85,9.2,-16.2
8540,864.5,RACS_1052+25A,6,10:54:25.56,+26:41:56.98,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,18.71,9.22,-14.8
8540,864.5,RACS_1052+25A,7,10:59:07.651,+26:41:24.04,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,18.56,9.23,-13.4
8540,864.5,RACS_1052+25A,8,10:59:03.857,+25:38:23.9302,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,18.02,9.38,-14.2
8540,864.5,RACS_1052+25A,9,10:59:00.269,+24:35:24.4,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,17.4,9.41,-15.5
8540,864.5,RACS_1052+25A,10,10:58:56.88,+23:32:24.18,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,16.86,9.45,-16.9
8540,864.5,RACS_1052+25A,11,10:54:21.97,+23:32:56.2898,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,17.23,9.47,-18.1
8540,864.5,RACS_1052+25A,12,10:49:47.086,+23:32:56.2898,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,17.17,9.48,-19.1
8540,864.5,RACS_1052+25A,13,10:45:12.178,+23:32:24.18,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,17.34,9.48,-20.2
8540,864.5,RACS_1052+25A,14,10:45:08.786,+24:35:24.4,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,17.91,9.38,-19.3
8540,864.5,RACS_1052+25A,15,10:45:05.201,+25:38:23.9302,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,18.46,9.27,-18.5
8540,864.5,RACS_1052+25A,16,10:40:12.557,+27:43:19.4902,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,19.84,9.1,-18.4
8540,864.5,RACS_1052+25A,17,10:44:57.396,+27:44:26.0498,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,19.56,9.08,-17.1
8540,864.5,RACS_1052+25A,18,10:49:42.158,+27:44:59.32,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,19.48,9.15,-15.5
8540,864.5,RACS_1052+25A,19,10:54:26.897,+27:44:59.32,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,19.08,9.08,-14.0
8540,864.5,RACS_1052+25A,20,10:59:11.659,+27:44:26.0498,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,18.97,9.1,-12.7
8540,864.5,RACS_1052+25A,21,11:03:56.498,+27:43:19.4902,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,18.7,8.95,-11.3
8540,864.5,RACS_1052+25A,22,11:03:49.817,+26:40:18.16,2019-04-21 13:57:18.922,2019-04-21 14:12:24.653,21.44,8.6,-9.9
