SBID,OBS_FREQ,FIELD_NAME,BEAM,RA_HMS,DEC_DMS,DATEOBS,DATEEND,NINT,BMAJ,BMIN,BPA
48817,887.5,VAST_0127-73,0,1:20:15.274,-72:29:56.690,2023-03-06 06:34:39.996,2023-03-06 06:46:46.586,73,19.882395598667976,12.165644078400383,-19.1135310090026
48817,887.5,VAST_0127-73,1,1:34:13.342,-72:29:56.690,2023-03-06 06:34:39.996,2023-03-06 06:46:46.586,73,20.053300967438545,12.09661370811702,-23.1602985704742
48817,887.5,VAST_0127-73,2,1:19:49.344,-73:32:54.850,2023-03-06 06:34:39.996,2023-03-06 06:46:46.586,73,20.24916387274444,12.207752936556084,-18.1157786718125
48817,887.5,VAST_0127-73,3,1:34:39.271,-73:32:54.850,2023-03-06 06:34:39.996,2023-03-06 06:46:46.586,73,20.431126617359364,12.116619158464117,-22.4784309622784
48817,887.5,VAST_0127-73,4,1:07:28.318,-71:23:29.690,2023-03-06 06:34:39.996,2023-03-06 06:46:46.586,73,19.48866178852357,12.210460366026744,-16.4823072580046
48817,887.5,VAST_0127-73,5,1:20:38.227,-71:26:57.730,2023-03-06 06:34:39.996,2023-03-06 06:46:46.586,73,19.572031647279,12.14129275357032,-20.0118441680145
48817,887.5,VAST_0127-73,6,1:33:50.390,-71:26:57.730,2023-03-06 06:34:39.996,2023-03-06 06:46:46.586,73,19.727679237384454,12.06902254787802,-23.9083082770246
48817,887.5,VAST_0127-73,7,1:47:00.298,-71:23:29.690,2023-03-06 06:34:39.996,2023-03-06 06:46:46.586,73,19.904366296936008,11.991862543701204,-27.7009044071076
48817,887.5,VAST_0127-73,8,1:48:08.719,-72:26:16.730,2023-03-06 06:34:39.996,2023-03-06 06:46:46.586,73,20.2295733187806,12.002783460747697,-27.2041883389833
48817,887.5,VAST_0127-73,9,1:49:25.951,-73:29:01.280,2023-03-06 06:34:39.996,2023-03-06 06:46:46.586,73,20.607670763581,12.0303957798882,-26.6854180565048
48817,887.5,VAST_0127-73,10,1:50:53.801,-74:31:44.330,2023-03-06 06:34:39.996,2023-03-06 06:46:46.586,73,21.034813023129708,12.07426653380592,-26.2993577127663
48817,887.5,VAST_0127-73,11,1:35:08.796,-74:35:53.380,2023-03-06 06:34:39.996,2023-03-06 06:46:46.586,73,20.81168809547926,12.139739501068584,-21.8106673503127
48817,887.5,VAST_0127-73,12,1:19:19.819,-74:35:53.380,2023-03-06 06:34:39.996,2023-03-06 06:46:46.586,73,20.632304488353697,12.221166973360427,-17.1732221809469
48817,887.5,VAST_0127-73,13,1:03:34.817,-74:31:44.330,2023-03-06 06:34:39.996,2023-03-06 06:46:46.586,73,20.388209122320266,12.255846861026267,-13.1012028365815
